sRNA	aCM_1	aCM_2
URS00003CD35C_GR_chr6_127819129_127819155_27_+	0	0
URS000038365F_GR_chr6_127819129_127819157_29_+	0	0
mmu_piR_012143_DQ689139	0	0
mmu_piR_012744_DQ690061	0	0
URS0000114676_GR_chr6_127819349_127819376_28_+	0	0.25
mmu_piR_016926_DQ696301	0	0.25
mmu_piR_026868_DQ710835	0	0
mmu_piR_018412_DQ698516	0	0
URS000061ECEE_GR_chr6_127820266_127820294_29_+	0	0
mmu_piR_015238_DQ693796	0	0
mmu_piR_006438_DQ561139	0	0
mmu_piR_024118_DQ706865	0	0
mmu_piR_002231_DQ545779	0	0
mmu_piR_014900_DQ693313	0	0
mmu_piR_026090_DQ709711	0	0
mmu_piR_014787_DQ693151	0	0
mmu_piR_026893_DQ710868	0	0
URS0000016BBC_GR_chr6_127825772_127825794_23_+	0	0
URS00004889AE_GR_chr6_127825772_127825797_26_+	0	0
mmu_piR_018272_DQ698295	0	0
URS00002EB2DF_GR_chr6_127825805_127825832_28_+	0	0
mmu_piR_001518_DQ543588	0	0
URS00002E4777_GR_chr6_127825811_127825838_28_+	0	0
URS000022EA8B_GR_chr6_127825814_127825838_25_+	0	0
URS00002342DE_GR_chr6_127825814_127825842_29_+	0	0
URS00000C14BB_GR_chr6_127825814_127825843_30_+	0	0
URS00000F5958_GR_chr6_127825900_127825929_30_+	0	0.01
mmu_piR_018359_DQ698424	0	0.01
URS00001CFD24_GR_chr6_127825902_127825930_29_+	0	0.01
URS00005204F2_GR_chr6_127825905_127825930_26_+	0	0.01
URS000059BD4E_GR_chr6_127825940_127825966_27_+	0	0
URS000001DE8E_GR_chr6_127825940_127825968_29_+	0	0
mmu_piR_010430_DQ686505	0	0
URS00000975FA_GR_chr6_127825964_127825992_29_+	0	0
URS000054410B_GR_chr6_127825964_127825993_30_+	0	0
mmu_piR_005902_DQ557755	0	0
mmu_piR_000877_DQ541654	0	0
mmu_piR_001601_DQ543793	0	0
URS000048E1BA_GR_chr6_127825971_127826000_30_+	0	0
URS00005E8F77_GR_chr6_127825972_127825998_27_+	0	0
URS000022F4E4_GR_chr6_127825972_127826000_29_+	0	0
mmu_piR_030157_DQ715570	0	0
URS000031AE8E_GR_chr6_127825978_127826006_29_+	0	0
mmu_piR_028113_DQ712644	0	0
URS0000226CDA_GR_chr6_127825981_127826005_25_+	0	0
URS0000074FC4_GR_chr6_127825981_127826009_29_+	0	0
mmu_piR_008209_DQ566612	0	0
URS000055685B_GR_chr6_127825997_127826026_30_+	0	0
URS00000CCD01_GR_chr6_127826020_127826050_31_+	0	0
URS00002664AC_GR_chr6_127826102_127826131_30_+	0	0
mmu_piR_013991_DQ691976	0	0
URS00002BA5DD_GR_chr6_127826105_127826131_27_+	0	0
mmu_piR_012316_DQ689417	0	0
mmu_piR_029681_DQ714885	0	0
URS000031D34A_GR_chr6_127826138_127826166_29_+	0	0
mmu_piR_030084_DQ715460	0	0
URS000033DBBE_GR_chr6_127826144_127826173_30_+	0	0
mmu_piR_017102_DQ696553	0	0
mmu_piR_018201_DQ698188	0	0
URS00003725D6_GR_chr6_127826151_127826170_20_+	0	0
URS000040CB0B_GR_chr6_127826151_127826180_30_+	0	0
mmu_piR_012059_DQ689007	0	0
mmu_piR_013399_DQ691070	0	0
mmu_piR_010513_DQ686638	0	0
URS00001CC337_GR_chr6_127826174_127826199_26_+	0	0
mmu_piR_036989_DQ725493	0	0
URS00003CC956_GR_chr6_127826182_127826206_25_+	0	0
URS000010719F_GR_chr6_127826182_127826208_27_+	0	0
URS00001C282F_GR_chr6_127826182_127826210_29_+	0	0
URS0000568A61_GR_chr6_127826182_127826211_30_+	0	0
mmu_piR_010450_DQ686538	0	0
URS00000E5B74_GR_chr6_127826203_127826229_27_+	0	0
mmu_piR_014118_DQ692165	0	0
mmu_piR_007860_DQ565391	0	0
mmu_piR_005490_DQ556312	0	0
URS000010361E_GR_chr6_127826241_127826269_29_+	0	0
mmu_piR_012825_DQ690199	0	0
mmu_piR_001306_DQ542977	0	0
mmu_piR_028081_DQ712591	0	0
URS00005467E1_GR_chr6_127826293_127826322_30_+	0	0
mmu_piR_029770_DQ715005	0	0
URS00002AE369_GR_chr6_127826298_127826326_29_+	0	0
URS00004D7A19_GR_chr6_127826310_127826337_28_+	0	0
mmu_piR_005960_DQ557890	0	0
mmu_piR_005412_DQ556072	0	0
URS000000336D_GR_chr6_127826315_127826342_28_+	0	0
URS00001BBD2F_GR_chr6_127826315_127826343_29_+	0	0
mmu_piR_019742_DQ700451	0	0
mmu_piR_027220_DQ711348	0	0
mmu_piR_037292_DQ725924	0	0
URS000000B2F4_GR_chr6_127826474_127826498_25_+	0	0
mmu_piR_002368_DQ546282	0	0.12
mmu_piR_026008_DQ709580	0	0
mmu_piR_014099_DQ692133	0	0
mmu_piR_023543_DQ706012	0	0
mmu_piR_024346_DQ707188	0	0
URS000057D408_GR_chr6_127826949_127826974_26_+	0	0
mmu_piR_036848_DQ725278	0	0
mmu_piR_007280_DQ563385	0	0
URS00001722A8_GR_chr6_127826969_127826996_28_+	0	0
mmu_piR_024020_DQ706724	0	0
URS000000ECAF_GR_chr6_127826986_127827012_27_+	0	0
mmu_piR_029520_DQ714658	0	0
mmu_piR_017833_DQ697636	0	0
mmu_piR_026966_DQ710959	0	0
mmu_piR_008273_DQ566870	0	0
mmu_piR_034311_DQ721602	0	0
mmu_piR_017910_DQ697739	0	0
mmu_piR_024449_DQ707333	0	0
mmu_piR_028770_DQ713564	0	0
URS000019D924_GR_chr6_127827319_127827345_27_+	0	0
URS00001E9BC8_GR_chr6_127827319_127827347_29_+	0	0
mmu_piR_030344_DQ715833	0	0
mmu_piR_018556_DQ698730	0	0
URS000013C036_GR_chr6_127827389_127827415_27_+	0	0
URS000002D006_GR_chr6_127827389_127827417_29_+	0	0
mmu_piR_024544_DQ707464	0	0
URS000009390A_GR_chr6_127827394_127827422_29_+	0	0
mmu_piR_021253_DQ702645	0	0
URS000033E604_GR_chr6_127827443_127827471_29_+	0	0
URS000055F0AC_GR_chr6_127827455_127827485_31_+	0	0
URS0000181349_GR_chr6_127827468_127827495_28_+	0	0
mmu_piR_023883_DQ706527	0	0
mmu_piR_019446_DQ700013	0	0
mmu_piR_004029_DQ551416	0	0
mmu_piR_014893_DQ693304	0	0
mmu_piR_034648_DQ722083	0	0
mmu_piR_027503_DQ711761	0	0
mmu_piR_008549_DQ567798	0	0
mmu_piR_007396_DQ563805	0	0
mmu_piR_028792_DQ713600	0	0
mmu_piR_013784_DQ691649	0	0
mmu_piR_009863_DQ685613	0	0
URS0000069107_GR_chr6_127827737_127827763_27_+	0	0
mmu_piR_003491_DQ550018	0	0
mmu_piR_000851_DQ541600	0	0
mmu_piR_008951_DQ568943	0	0
URS0000302748_GR_chr6_127827747_127827772_26_+	0	0
URS000012097D_GR_chr6_127827747_127827774_28_+	0	0
mmu_piR_010118_DQ686011	0	0
mmu_piR_000975_DQ541903	0	0
mmu_piR_037346_DQ726002	0	0
mmu_piR_036151_DQ724300	0	0
mmu_piR_008006_DQ565901	0	0
mmu_piR_034530_DQ721915	0	0
mmu_piR_009529_DQ685076	0	0
URS00001227E7_GR_chr6_127828309_127828338_30_+	0	0
mmu_piR_035768_DQ723737	0	0
URS000013BB01_GR_chr6_127828346_127828375_30_+	0	0
mmu_piR_005738_DQ557228	0	0
URS00001B8DBD_GR_chr6_127828673_127828701_29_+	0	0
mmu_piR_013223_DQ690801	0	0
URS0000449115_GR_chr6_127828741_127828769_29_+	0	0.08
mmu_piR_026677_DQ710562	0	0.08
mmu_piR_010354_DQ686381	0	0.08
URS000035C615_GR_chr6_127828773_127828798_26_+	0	0
URS000043DF96_GR_chr6_127828773_127828801_29_+	0	0
mmu_piR_021112_DQ702453	0	0
mmu_piR_017193_DQ696688	0	0
mmu_piR_032830_DQ719384	0	0
mmu_piR_036682_DQ725044	0	0
mmu_piR_026768_DQ710697	0	0
mmu_piR_029309_DQ714369	0	0
mmu_piR_032383_DQ718723	0	0
mmu_piR_017555_DQ697224	0	0
URS00004C6CCF_GR_chr6_127829204_127829230_27_+	0	0
URS00004F88CE_GR_chr6_127829204_127829231_28_+	0	0
mmu_piR_001820_DQ544496	0	0
URS000048A00A_GR_chr6_127829206_127829229_24_+	0	0
URS000005EF1F_GR_chr6_127829206_127829233_28_+	0	0
mmu_piR_002891_DQ547941	0	0
mmu_piR_002819_DQ547765	0	0
mmu_piR_008713_DQ568242	0	0
mmu_piR_010101_DQ685992	0	0
mmu_piR_008506_DQ567663	0	0
mmu_piR_017882_DQ697697	0	0
mmu_piR_036365_DQ724595	0.03	0.06
mmu_piR_002396_DQ546397	0	0
mmu_piR_004937_DQ554478	0	0
mmu_piR_010176_DQ686091	0	0
mmu_piR_025129_DQ708309	0.04	0.02
mmu_piR_024408_DQ707278	0	0
mmu_piR_031323_DQ717206	0	0
URS00004C9BF4_GR_chr6_127829670_127829698_29_+	0	0
mmu_piR_018387_DQ698480	0	0
URS000058A915_GR_chr6_127829675_127829703_29_+	0	0
URS00000A09E0_GR_chr6_127829675_127829705_31_+	0	0
URS0000564A0E_GR_chr6_127829677_127829705_29_+	0	0
URS00001CC7E7_GR_chr6_127829679_127829705_27_+	0	0
mmu_piR_008587_DQ567911	0	0
URS000047CED3_GR_chr6_127829681_127829709_29_+	0	0
mmu_piR_019250_DQ699723	0	0
mmu_piR_037403_DQ726087	0	0
URS00002C7427_GR_chr6_127829709_127829735_27_+	0	0
URS00002062AB_GR_chr6_127829709_127829737_29_+	0	0
mmu_piR_011023_DQ687422	0	0
mmu_piR_028502_DQ713182	0	0
mmu_piR_037640_DQ726421	0	0.01
mmu_piR_033491_DQ720412	0	0.01
mmu_piR_026372_DQ710134	0	0.01
mmu_piR_014820_DQ693197	0	0
mmu_piR_015885_DQ694770	0	0
URS000005EC5B_GR_chr6_127829787_127829813_27_+	0	0
URS00001D5889_GR_chr6_127829787_127829815_29_+	0	0
mmu_piR_033171_DQ719927	0	0
URS000025EC5E_GR_chr6_127829788_127829816_29_+	0	0
URS0000322AFF_GR_chr6_127829788_127829817_30_+	0	0
mmu_piR_008860_DQ568676	0	0
URS000036D9DD_GR_chr6_127829793_127829818_26_+	0	0
mmu_piR_025744_DQ709202	0	0
mmu_piR_021799_DQ703447	0	0
URS00000C1997_GR_chr6_127829818_127829844_27_+	0	0
mmu_piR_002507_DQ546754	0	0
URS00000D5BC5_GR_chr6_127829828_127829855_28_+	0	0
mmu_piR_025883_DQ709401	0	0
mmu_piR_031823_DQ717909	0	0
URS0000433A37_GR_chr6_127829846_127829874_29_+	0	0
mmu_piR_024846_DQ707904	0	0
URS0000611A39_GR_chr6_127829861_127829891_31_+	0	0
mmu_piR_033291_DQ720109	0	0
mmu_piR_038224_DQ727277	0	0
mmu_piR_009736_DQ685392	0	0
URS0000092A63_GR_chr6_127829901_127829928_28_+	0	0
URS00004D9A38_GR_chr6_127829947_127829975_29_+	0	0
mmu_piR_026214_DQ709906	0	0
mmu_piR_015826_DQ694671	0	0
mmu_piR_027081_DQ711137	0	0
mmu_piR_015029_DQ693496	0	0
URS0000310D2C_GR_chr6_127830055_127830078_24_+	0	0
URS0000216515_GR_chr6_127830055_127830080_26_+	0	0
URS000011A71E_GR_chr6_127830055_127830081_27_+	0	0
mmu_piR_021647_DQ703225	0	0
URS0000509C8A_GR_chr6_127830055_127830083_29_+	0	0
URS00000AEEE9_GR_chr6_127830055_127830084_30_+	0	0
mmu_piR_004915_DQ554386	0	0
mmu_piR_001032_DQ542139	0	0
URS000044506E_GR_chr6_127830177_127830204_28_+	0	0
URS0000524E34_GR_chr6_127830177_127830205_29_+	0	0
mmu_piR_029566_DQ714727	0	0
mmu_piR_006037_DQ558094	0	0
mmu_piR_029033_DQ713967	0	0
URS00000C1A80_GR_chr6_127830231_127830257_27_+	0	0
URS00000C5C0B_GR_chr6_127830231_127830258_28_+	0	0
mmu_piR_004082_DQ551610	0	0
mmu_piR_000926_DQ541766	0	0
mmu_piR_028956_DQ713839	0	0
mmu_piR_023774_DQ706365	0	0
URS000060ADE4_GR_chr6_127830343_127830371_29_+	0	0
mmu_piR_009428_DQ684892	0	0
URS000014EE4B_GR_chr6_127830439_127830465_27_+	0	0
mmu_piR_013246_DQ690830	0	0
URS00004FB1C1_GR_chr6_127830446_127830471_26_+	0	0
URS00000CCB83_GR_chr6_127830493_127830518_26_+	0.02	0
mmu_piR_022105_DQ703908	0	0
URS0000612C24_GR_chr6_127830554_127830576_23_+	0	0
mmu_piR_023039_DQ705273	0	0
URS0000183379_GR_chr6_127830687_127830716_30_+	0	0
mmu_piR_003691_DQ550587	0	0
mmu_piR_020000_DQ700853	0	0
URS00006136CB_GR_chr6_127830710_127830737_28_+	0	0
mmu_piR_007589_DQ564444	0	0
URS0000382B92_GR_chr6_127830771_127830800_30_+	0	0
mmu_piR_025990_DQ709546	0	0
mmu_piR_000381_DQ540446	0	0
mmu_piR_035445_DQ723247	0	0
mmu_piR_036870_DQ725312	0	0
mmu_piR_006280_DQ560799	0	0
mmu_piR_022618_DQ704683	0	0
mmu_piR_035672_DQ723593	0	0
mmu_piR_013387_DQ691053	0.08	0
mmu_piR_011510_DQ688157	0	0
mmu_piR_034687_DQ722138	0	0
URS000021B627_GR_chr6_127831041_127831066_26_+	0	0
URS00003DC36B_GR_chr6_127831060_127831088_29_+	0	0
mmu_piR_004254_DQ552279	0	0
mmu_piR_001498_DQ543530	0	0
mmu_piR_022668_DQ704748	0	0
mmu_piR_001396_DQ543291	0	0
mmu_piR_033288_DQ720102	0	0
URS00002A3E3E_GR_chr6_127831257_127831286_30_+	0	0
mmu_piR_029512_DQ714640	0	0
mmu_piR_034750_DQ722223	0	0
mmu_piR_029477_DQ714594	0	0
URS00000845BB_GR_chr6_127831291_127831320_30_+	0	0
mmu_piR_002889_DQ547934	0	0
mmu_piR_033258_DQ720061	0	0
mmu_piR_007911_DQ565536	0	0
URS000001421A_GR_chr6_127831443_127831471_29_+	0	0
mmu_piR_026638_DQ710513	0	0
URS000020CB3F_GR_chr6_127831454_127831483_30_+	0	0
mmu_piR_010741_DQ686989	0	0
mmu_piR_018180_DQ698145	0	0
mmu_piR_022610_DQ704673	0	0
URS0000270641_GR_chr6_127831517_127831546_30_+	0	0
mmu_piR_021132_DQ702483	0	0
mmu_piR_017032_DQ696445	0	0
URS00003E16BB_GR_chr6_127831525_127831547_23_+	0	0
mmu_piR_009605_DQ685192	0	0
mmu_piR_033553_DQ720501	0	0
mmu_piR_026437_DQ710227	0	0
URS00004B1BA7_GR_chr6_127831645_127831672_28_+	0	0
mmu_piR_009634_DQ685228	0	0
mmu_piR_007599_DQ564482	0	0
URS00003EEEB7_GR_chr6_127831673_127831701_29_+	0	0
URS0000465BA8_GR_chr6_127831678_127831707_30_+	0	0
mmu_piR_031853_DQ717956	0	0
URS00000A28F6_GR_chr6_127831689_127831716_28_+	0	0
mmu_piR_011430_DQ688038	0	0
mmu_piR_035963_DQ724027	0	0
mmu_piR_011053_DQ687466	0	0
mmu_piR_034585_DQ721989	0	0
mmu_piR_026130_DQ709767	0	0
mmu_piR_025495_DQ708839	0	0
mmu_piR_035110_DQ722769	0	0
URS000041AE5D_GR_chr6_127831828_127831857_30_+	0	0
mmu_piR_015999_DQ694928	0	0
mmu_piR_027313_DQ711484	0	0
mmu_piR_003183_DQ549048	0	0
mmu_piR_015002_DQ693457	0	0
mmu_piR_037865_DQ726749	0	0
mmu_piR_012582_DQ689815	0	0
mmu_piR_027607_DQ711904	0	0
mmu_piR_025945_DQ709483	0	0
mmu_piR_033926_DQ721044	0	0
URS000009AD87_GR_chr6_127832034_127832062_29_+	0	0
URS00004D38CD_GR_chr6_127832034_127832063_30_+	0	0
URS00002C58FA_GR_chr6_127832055_127832081_27_+	0	0
URS00001917BB_GR_chr6_127832055_127832082_28_+	0	0
URS00000C3BE2_GR_chr6_127832055_127832084_30_+	0	0
mmu_piR_016266_DQ695326	0	0
mmu_piR_033648_DQ720641	0	0
mmu_piR_009824_DQ685548	0	0
mmu_piR_015900_DQ694790	0	0
mmu_piR_018424_DQ698529	0	0
mmu_piR_023434_DQ705848	0	0
URS0000252E18_GR_chr6_127832271_127832300_30_+	0	0
mmu_piR_004436_DQ552949	0	0
mmu_piR_002356_DQ546231	0	0
mmu_piR_009887_DQ685649	0	0
mmu_piR_038291_DQ727378	0	0
mmu_piR_026104_DQ709732	0	0
URS000060AD35_GR_chr6_127832693_127832721_29_+	0	0
URS0000142496_GR_chr6_127832693_127832723_31_+	0	0
mmu_piR_009641_DQ685236	0	0
mmu_piR_020809_DQ702029	0	0
URS00001902D8_GR_chr6_127832734_127832760_27_+	0	0
URS000004FD2D_GR_chr6_127832734_127832761_28_+	0	0
URS00001C283E_GR_chr6_127832734_127832762_29_+	0	0
mmu_piR_036465_DQ724734	0	0
mmu_piR_004175_DQ551952	0	0
URS0000333BC6_GR_chr6_127832739_127832764_26_+	0	0
URS00001DA742_GR_chr6_127832744_127832771_28_+	0	0
URS000027A595_GR_chr6_127832765_127832793_29_-	0	0
URS0000093290_GR_chr6_127832777_127832805_29_+	0	0
mmu_piR_022662_DQ704738	0	0
URS00004DBC4B_GR_chr6_127832784_127832812_29_+	0	0
URS000003B306_GR_chr6_127832784_127832813_30_+	0	0
URS000023909A_GR_chr6_127832784_127832814_31_+	0	0
mmu_piR_004198_DQ552059	0	0
URS00002994B1_GR_chr6_127832786_127832812_27_+	0	0
URS00001DBFF4_GR_chr6_127832786_127832813_28_+	0	0
mmu_piR_000161_DQ539912	0	0
URS0000217663_GR_chr6_127832788_127832816_29_+	0	0
mmu_piR_028389_DQ713028	0	0
URS00000ED1B0_GR_chr6_127832789_127832816_28_+	0	0
URS00001AAF56_GR_chr6_127832789_127832817_29_+	0	0
mmu_piR_000406_DQ540501	0	0
mmu_piR_004147_DQ551849	0	0
URS0000399C7A_GR_chr6_127832814_127832842_29_+	0	0
URS000057FADA_GR_chr6_127832821_127832848_28_+	0	0
URS0000569D78_GR_chr6_127832821_127832849_29_+	0	0
mmu_piR_006057_DQ558151	0	0
URS0000475B2C_GR_chr6_127832824_127832849_26_+	0	0
URS00003304D9_GR_chr6_127832824_127832851_28_+	0	0
URS00004422D6_GR_chr6_127832824_127832852_29_+	0	0
URS00000A16D3_GR_chr6_127832824_127832853_30_+	0	0
URS00005787A6_GR_chr6_127832824_127832854_31_+	0	0
mmu_piR_018690_DQ698917	0	0
URS0000242337_GR_chr6_127832827_127832855_29_+	0	0
URS00002D50F8_GR_chr6_127832831_127832855_25_+	0	0
URS000050CDE6_GR_chr6_127832866_127832894_29_+	0.04	0
mmu_piR_030773_DQ716427	0.04	0
mmu_piR_029270_DQ714310	0	0
mmu_piR_019890_DQ700687	0	0
mmu_piR_012275_DQ689355	0	0
URS0000049CB1_GR_chr6_127832968_127832995_28_+	0	0
mmu_piR_032870_DQ719437	0	0
mmu_piR_028447_DQ713108	0	0
URS00001426BF_GR_chr6_127833000_127833029_30_+	0	0
URS000013851B_GR_chr6_127833006_127833033_28_+	0	0
mmu_piR_004799_DQ554100	0	0
mmu_piR_033767_DQ720813	0	0
URS000021889B_GR_chr6_127833022_127833049_28_+	0	0
mmu_piR_015557_DQ694277	0	0
mmu_piR_009491_DQ685008	0	0
URS00000C9514_GR_chr6_127833031_127833057_27_+	0	0
URS00004B71BF_GR_chr6_127833031_127833058_28_+	0	0
mmu_piR_003332_DQ549522	0	0
URS000001815C_GR_chr6_127833035_127833062_28_+	0	0
mmu_piR_006730_DQ561853	0	0
URS0000279897_GR_chr6_127833036_127833064_29_+	0	0
mmu_piR_007436_DQ563896	0	0
mmu_piR_006017_DQ558036	0	0
mmu_piR_006018_DQ558039	0	0
mmu_piR_006025_DQ558065	0	0
URS0000511FF2_GR_chr6_127833056_127833073_18_+	0	0
mmu_piR_022080_DQ703879	0	0
mmu_piR_018758_DQ699022	0	0
URS00003A46AE_GR_chr6_127833116_127833142_27_+	0	0
URS000018EF3E_GR_chr6_127833116_127833144_29_+	0	0
URS00005CAEB0_GR_chr6_127833116_127833145_30_+	0	0
mmu_piR_003880_DQ551088	0	0
mmu_piR_000878_DQ541656	0	0
mmu_piR_029421_DQ714520	0	0
mmu_piR_006562_DQ561415	0	0
mmu_piR_001569_DQ543698	0	0
URS00002DD04A_GR_chr6_127833122_127833153_32_+	0	0
URS0000427D0F_GR_chr6_127833127_127833155_29_+	0	0
URS0000575D02_GR_chr6_127833127_127833156_30_+	0	0
mmu_piR_006348_DQ560927	0	0
mmu_piR_008833_DQ568621	0	0
URS00000D751F_GR_chr6_127833128_127833157_30_+	0	0
mmu_piR_006761_DQ561910	0	0
URS000007988A_GR_chr6_127833131_127833160_30_+	0	0
mmu_piR_003714_DQ550624	0	0
mmu_piR_013347_DQ690985	0	0
mmu_piR_000952_DQ541816	0	0
URS00001C280C_GR_chr6_127833146_127833175_30_+	0	0
mmu_piR_014869_DQ693267	0	0
mmu_piR_004851_DQ554203	0	0
URS0000380E13_GR_chr6_127833253_127833279_27_+	0	0
URS00002401E7_GR_chr6_127833253_127833281_29_+	0	0
mmu_piR_015873_DQ694750	0	0
mmu_piR_030346_DQ715838	0	0
mmu_piR_024668_DQ707664	0	0
URS000003EC10_GR_chr6_127833324_127833350_27_+	0	0
URS00000F0C05_GR_chr6_127833324_127833351_28_+	0	0
mmu_piR_007739_DQ564956	0	0
mmu_piR_035658_DQ723565	0	0
mmu_piR_012306_DQ689401	0	0
mmu_piR_013058_DQ690564	0	0
URS00004AC272_GR_chr6_127833399_127833427_29_+	0	0
mmu_piR_026250_DQ709955	0	0
mmu_piR_030669_DQ716281	0	0
mmu_piR_019021_DQ699400	0	0
mmu_piR_011708_DQ688452	0	0
mmu_piR_016736_DQ696021	0	0
mmu_piR_027487_DQ711737	0	0
mmu_piR_012033_DQ688961	0	0
mmu_piR_009117_DQ569420	0	0
mmu_piR_025189_DQ708401	0	0
mmu_piR_026832_DQ710787	0	0
mmu_piR_009285_DQ569861	0	0
URS00004C98B7_GR_chr6_127833599_127833626_28_+	0	0
URS00004677BC_GR_chr6_127833614_127833641_28_+	0	0
URS000047F7BE_GR_chr6_127833626_127833654_29_+	0	0
URS00000FAE71_GR_chr6_127833696_127833724_29_+	0	0
mmu_piR_014603_DQ692861	0	0
URS000019427F_GR_chr6_127833755_127833783_29_+	0	0
mmu_piR_025694_DQ709127	0	0
mmu_piR_027118_DQ711188	0	0
mmu_piR_000328_DQ540333	0	0
URS00003961B0_GR_chr6_127833797_127833821_25_+	0	0
URS0000053FAB_GR_chr6_127833797_127833824_28_+	0	0
URS0000081AEF_GR_chr6_127833797_127833825_29_+	0	0
mmu_piR_010310_DQ686299	0	0
URS00005D95C6_GR_chr6_127833798_127833825_28_+	0	0
URS0000297815_GR_chr6_127833799_127833826_28_+	0	0
URS00000E342A_GR_chr6_127833800_127833829_30_+	0	0
mmu_piR_023765_DQ706352	0	0
mmu_piR_011589_DQ688285	0	0
URS000044136A_GR_chr6_127833826_127833853_28_+	0	0
URS0000451379_GR_chr6_127833830_127833852_23_+	0	0
URS000045D38A_GR_chr6_127833830_127833856_27_+	0	0
mmu_piR_018307_DQ698345	0	0
URS000009B2B3_GR_chr6_127833846_127833874_29_+	0	0
mmu_piR_018852_DQ699163	0	0
mmu_piR_017999_DQ697859	0	0
URS000001C988_GR_chr6_127833852_127833881_30_+	0	0
URS0000423BE5_GR_chr6_127833852_127833882_31_+	0	0
mmu_piR_013638_DQ691435	0	0
URS00002F1CC6_GR_chr6_127833918_127833947_30_+	0	0
URS0000331965_GR_chr6_127833935_127833957_23_+	0	0
URS0000336DCC_GR_chr6_127833935_127833958_24_+	0	0
URS00003F700E_GR_chr6_127833935_127833959_25_+	0	0
URS000007DC83_GR_chr6_127833935_127833961_27_+	0	0
URS00003257D9_GR_chr6_127833935_127833962_28_+	0	0
URS00001A308C_GR_chr6_127833935_127833963_29_+	0	0
URS000024FF40_GR_chr6_127833935_127833964_30_+	0	0
mmu_piR_037204_DQ725794	0	0
URS0000396C9C_GR_chr6_127833937_127833963_27_+	0	0
URS000056B8B4_GR_chr6_127833937_127833965_29_+	0	0
mmu_piR_030962_DQ716699	0	0
mmu_piR_031984_DQ718137	0	0
mmu_piR_004694_DQ553809	0	0
mmu_piR_010026_DQ685867	0	0
mmu_piR_024459_DQ707348	0	0
mmu_piR_004361_DQ552665	0	0
mmu_piR_023027_DQ705257	0	0
URS00003977D6_GR_chr6_127834171_127834200_30_+	0	0
URS00004BF707_GR_chr6_127834175_127834201_27_+	0	0
mmu_piR_004271_DQ552368	0	0
mmu_piR_035123_DQ722787	0	0
mmu_piR_000444_DQ540590	0	0
URS00001C5906_GR_chr6_127834259_127834284_26_+	0	0
URS00000B6A7F_GR_chr6_127834259_127834285_27_+	0	0
URS0000155752_GR_chr6_127834259_127834286_28_+	0	0
URS00002795E4_GR_chr6_127834259_127834287_29_+	0	0
mmu_piR_029981_DQ715316	0	0
mmu_piR_002488_DQ546706	0	0
URS0000405DE7_GR_chr6_127834265_127834292_28_+	0	0
mmu_piR_008815_DQ568568	0	0
URS00001EA158_GR_chr6_127834332_127834360_29_+	0	0
mmu_piR_026789_DQ710731	0	0
URS00005D0E51_GR_chr6_127834333_127834360_28_+	0	0
URS000042C8E5_GR_chr6_127834333_127834361_29_+	0	0
mmu_piR_019828_DQ700581	0	0
URS00005F6EE1_GR_chr6_127834338_127834361_24_+	0	0
mmu_piR_037469_DQ726179	0	0
mmu_piR_026679_DQ710564	0	0
mmu_piR_027069_DQ711120	0.01	0
mmu_piR_032499_DQ718891	0.01	0
URS000025D3EF_GR_chr6_127834513_127834539_27_+	0.01	0
mmu_piR_004787_DQ554059	0.01	0
URS0000451167_GR_chr6_127834572_127834600_29_+	0.25	0
mmu_piR_014537_DQ692773	0.25	0
mmu_piR_036147_DQ724293	0	0
mmu_piR_011985_DQ688891	0	0
mmu_piR_027929_DQ712358	0	0
URS00000AB440_GR_chr6_127834805_127834832_28_+	0	0
mmu_piR_012972_DQ690442	0.17	0
mmu_piR_004975_DQ554646	0	0
mmu_piR_030804_DQ716472	0	0
mmu_piR_022968_DQ705157	0	0
URS00003BCF30_GR_chr6_127834897_127834925_29_+	0	0
mmu_piR_014741_DQ693062	0	0
mmu_piR_032219_DQ718481	0	0
mmu_piR_021260_DQ702653	0	0
URS00002F72E7_GR_chr6_127835170_127835198_29_+	0	0
URS00004E5EC8_GR_chr6_127835178_127835205_28_+	0	0
URS00000E222C_GR_chr6_127835193_127835221_29_+	0	0
URS0000252081_GR_chr6_127835193_127835223_31_+	0	0
mmu_piR_033887_DQ720990	0	0
mmu_piR_036776_DQ725171	0	0
mmu_piR_009249_DQ569767	0	0
mmu_piR_021118_DQ702460	0	0
mmu_piR_025868_DQ709380	0	0
URS00000A076C_GR_chr6_127835367_127835395_29_+	0	0
mmu_piR_020318_DQ701318	0	0
mmu_piR_036543_DQ724845	0	0
URS0000377934_GR_chr6_127835592_127835620_29_+	0	0
mmu_piR_008897_DQ568788	0	0
mmu_piR_011291_DQ687831	0.06	0.06
URS000031FA94_GR_chr6_127835771_127835799_29_+	0	0
mmu_piR_007900_DQ565497	0	0
URS0000499C66_GR_chr6_127835805_127835830_26_+	0	0
URS0000411A83_GR_chr6_127835805_127835831_27_+	0	0
mmu_piR_010458_DQ686547	0	0
URS00001FCDE7_GR_chr6_127835854_127835877_24_+	0	0
URS0000074557_GR_chr6_127835854_127835879_26_+	0	0
URS00005BD109_GR_chr6_127835854_127835881_28_+	0	0.01
mmu_piR_003767_DQ550758	0	0.01
URS00002322AA_GR_chr6_127835898_127835922_25_+	0	0
URS00001D620B_GR_chr6_127835898_127835926_29_+	0	0
