RNAcentral_id	GR	logFC_tumor_vs_normal_FC	P.Value_tumor_vs_normal_FC	adj.P.Val_tumor_vs_normal_FC	logFC_tumor_vs_normal_salmon	P.Value_tumor_vs_normal_salmon	adj.P.Val_tumor_vs_normal_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	NONCODE	ENA	GENECARDS	LNCBOOK	LNCIPEDIA	HGNC	REFSEQ	SNOPY	SRPDB	SILVA	LNCRNADB	GTRNADB	TMRNA_WEB
URS000075B45F	chr17_81125886_81125908_23_-	-0.12793687457509595	0.7528425325038739	0.8122172436195435	0.2768613332325405	0.5426917042952104	0.6515164260008462	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000142DC3	chr17_1713952_1713973_22_-	0.1295553135200862	0.7531110767096919	0.8122172436195435	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004B2A47	chr8_134804879_134804900_22_-	0.13437517336160498	0.7552947451188228	0.8140398919613978	-0.21577493770388934	0.6175617083513089	0.7168126971934835	miRNA	miRNA	NA	NA	NA	NA	MIR30D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002573C3	chr5_59703630_59703651_22_-	-0.11589796450745204	0.7574786394756361	0.8145410912687227	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000255FE6	chr20_3917494_3917571_78_+	0.1079358230469456	0.758120161352714	0.8145410912687227	0.5458015591516188	0.21376327510418927	0.32638352406847687	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR103A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004BEE5E	chr12_56645027_56645101_75_-	-0.12463529445375254	0.7585381288954427	0.8145410912687227	-0.06915149679701571	0.860828528960873	0.9035224467755415	snoRNA	snoRNA	ENSG00000207031.1	SNORD59A	NA	U59 small nuclear RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000209048	chr6_28658237_28658308_72_-	0.11477392534246356	0.758669177998157	0.8145410912687227	1.0082348611751681	0.15889519856951725	0.26053086612299226	tRNA	tRNA	NA	NA	NA	tRNA-Ala-AGC-4-1	TRA-AGC4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075ED36	chr5_168560904_168560965_62_+	0.10777842329435217	0.7589117736897774	0.8145410912687227	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283612.1	MIR103B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFB9F2	chr17_81125886_81125910_25_+	-0.12411366190919537	0.7600209669030333	0.8145410912687227	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075D426	chr20_3917502_3917563_62_-	0.1071747158667602	0.7603120849092315	0.8145410912687227	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283320.1	MIR103B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFB9FB	chr20_3917503_3917563_61_+	0.1071747158667602	0.7603120849092315	0.8145410912687227	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000476BE1	chr20_3917541_3917563_23_+	0.10892636017213064	0.7617035289683196	0.8145410912687227	0.5244071179086571	0.19931495550592	0.3111091072219334	miRNA	miRNA	NA	NA	NA	NA	MIR103A1, MIR103A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075C8F4	chr20_3917541_3917563_23_-	0.10892636017213064	0.7617035289683196	0.8145410912687227	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR103B1, MIR103B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000CA1E16	chr1_171713465_171713482_18_-	0.12218121613847188	0.7621118448505638	0.8145410912687227	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MF281437-001, MF281437-002, MF281437-003, MF281437-004, MF281437-005, MF281437-006, MF281437-007, MF281437-008, MF281437-009, MF281437-010, MF281437-011, MF281437-012, MF281437-013, MF281437-014, MF281437-015, MF281437-016, MF281437-017, MF281437-018, MF281437-019, MF281437-020, MF281437-021, MF281437-022, MF281437-023, MF281437-024, MF281437-025, MF281437-026, MF281437-027, MF281437-028, MF281437-029, MF281437-030, MF281437-031, MF281437-032, MF281437-033, MF281437-034, MF281437-035, MF281437-036, MF281437-037, MF281437-038, MF281437-039, MF281437-040, MF281437-041, MF281437-042, MF281437-043, MF281437-044, MF281437-045, MF281437-046, MF281437-047, MF281437-048, MF281437-049, MF281437-050, MF281437-051, MF281437-052, MF281437-053, MF281437-054, MF281437-055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075E4E2	chr15_25056859_25056955_97_+	-0.126772215421183	0.7621983061183181	0.8145410912687227	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD116-3, SNORD116-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075D52C	chr2_207109987_207110073_87_-	-0.11015967945254879	0.7626752243292345	0.8145410912687227	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000253008.2	MIR2355	NA	mir-2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFCA1B	chr2_207109996_207110063_68_-	-0.11015967945254879	0.7626752243292345	0.8145410912687227	-0.21945735254105792	0.5632725550611155	0.670036634124987	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000561D92	chr5_168560896_168560973_78_-	0.10556226535159574	0.7637460141608918	0.8151567490946995	-0.10791660028251027	0.8119254786214073	0.8692378653476243	precursor_RNA	precursor_RNA	ENSG00000199035.2	MIR103A1	NA	mir-103a-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDC01	chr5_168560903_168560963_61_-	0.10526107750453129	0.7644070062434057	0.8153345105403468	0.17565915280287925	0.6989777184372014	0.7843029886286723	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000700FD3	chr15_25056860_25056954_95_+	-0.1239444908664602	0.767182496956048	0.8177659582938094	0.006292674076322058	0.9877192065204476	0.9888058063075988	snoRNA	snoRNA	ENSG00000206727.1, ENSG00000207014.1	SNORD116-9, SNORD116-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000166778	chr9_95086063_95086083_21_-	-0.11894386476047014	0.7692652457618065	0.8194563244581519	NA	NA	NA	miRNA	miRNA	NA	NA	NA	hsa-miR-3074-5p	MIR3074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_006426_DQ578783	NA	0.10634150155873989	0.7702624226357719	0.8199888540518966	0.05922799784686461	0.8819996940834696	0.9160536400296253	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000027190B	chr21_8216294_8216322_29_+	0.1177463033486068	0.7722143010397368	0.8215363757513071	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-30438	piR-30438-001, piR-30438-002, piR-30438-003, piR-30438-004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000041847A	chr1_207802453_207802472_20_-	0.0993346784612461	0.774877008389177	0.8238231531437679	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR29B1, MIR29B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000580E2	chrM_2247_2273_27_+	0.16036415656121683	0.7753629676647227	0.8238231531437679	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-33783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006E167B	chr8_140732578_140732654_77_-	0.08725608968799214	0.7795446325999222	0.8277328391225188	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR151A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFCEF6	chr19_13874724_13874785_62_+	0.09563270365051313	0.7807070535035838	0.8283030444840757	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001650DC	chr21_8210692_8210721_30_+	0.08581471014762343	0.781086254804571	0.8283030444840757	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-30625	piR-30625-001, piR-30625-002, piR-30625-003, piR-30625-004, piR-30625-005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000676B07	chr19_13874717_13874791_75_+	0.09466098143945612	0.7828212641814706	0.8287780445748262	-0.2684162875804641	0.4801879821762216	0.5985904983292626	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR181C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002ECE14	chr8_140732564_140732653_90_-	0.08586946337850332	0.7830419608535957	0.8287780445748262	0.04453516212266706	0.8755708657694585	0.9137264768924396	precursor_RNA	precursor_RNA	ENSG00000254324.3	MIR151A	NA	mir-151a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006D5C6B	chr8_140732578_140732652_75_+	0.08586946337850332	0.7830419608535957	0.8287780445748262	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00655-002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_020485_DQ598159	NA	0.10011082889961465	0.7896726996960555	0.8352599626676046	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003F2D94	chr1_172144554_172144575_22_-	-0.0923857572411162	0.7914360082126404	0.8365884471427205	1.3457583707505698	0.3870511779561576	0.5111996689986987	miRNA	miRNA	NA	NA	NA	MIR199A2/214	MIR199A1, MIR199A2, MIR199B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005D7632	chr17_35573657_35573753_97_+	0.12432988656389621	0.7988992186732766	0.8438266511326954	0.3411578606869622	0.6156119002086915	0.7154621062450949	snoRNA	snoRNA	ENSG00000207297.1	SNORD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000285DCB	chrX_74287295_74287316_22_-	0.08686636683961879	0.7993069915520135	0.8438266511326954	-0.006783353091579514	0.9840593735063073	0.9862269051660127	miRNA	miRNA	NA	NA	NA	NA	MIR374A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_020388_DQ598008	NA	0.10878260119384953	0.8010003060669296	0.8450732595677332	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075EAB9	chr15_25070431_25070527_97_+	-0.1066056347249511	0.8069467692701071	0.8508025719478304	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD116-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000071A62C	chr15_25070432_25070526_95_+	-0.10383441045821007	0.8117622586755928	0.8553328847003531	-0.2944580471664153	0.6507782507859585	0.7467947140166736	snoRNA	snoRNA	ENSG00000207093.1	SNORD116-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEAE0	chr19_13836593_13836651_59_-	-0.07376882572242494	0.8156609623502991	0.8588920350674605	0.9810968347685849	0.33909403516849057	0.46472224699296144	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFF26A	chr8_140732585_140732643_59_-	0.07281368208136385	0.8166018788858266	0.8593340767598775	0.04059500663143112	0.8842078217708593	0.9160536400296253	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001CC864	chr19_13836587_13836659_73_-	-0.07267708609594692	0.8183471160523993	0.8602887875412757	-0.15102457222345578	0.675050140501638	0.7638289211955338	precursor_RNA	precursor_RNA	ENSG00000207980.1, ENSG00000288462.1	MIR23A	NA	mir-23a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000068668E	chr1_161440171_161440242_72_-	-0.08158741869942077	0.8185525213173206	0.8602887875412757	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Gly-TCC-4-1	TRG-TCC4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001EF8BC	chr19_13836583_13836663_81_-	-0.07229642721796914	0.8192120076842593	0.8604335036123208	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	NA	NA	AF480558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000058BF17	chr1_116671787_116671808_22_+	0.08113777413709355	0.8241078612310297	0.8650247378548491	-0.3860259813960334	0.28596739273029265	0.40724620873954037	miRNA	miRNA	NA	NA	NA	NA	MIR320B1, MIR320B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000244A71	chr19_13874763_13874784_22_+	0.07612726940956271	0.8269616065916627	0.867467995718608	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR181C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000034AAC2	chr1_146037061_146037132_72_+	-0.07331386429658693	0.8321453613443145	0.8723507316317702	0.08446487971593175	0.81934866886276	0.8730764504275312	tRNA	tRNA	NA	NA	NA	tRNA-Gly-TCC-2-1, tRNA-Gly-TCC-2-2, tRNA-Gly-TCC-2-3, tRNA-Gly-TCC-2-4, tRNA-Gly-TCC-2-5, tRNA-Gly-TCC-2-6	TRG-TCC2-1, TRG-TCC2-2, TRG-TCC2-3, TRG-TCC2-4, TRG-TCC2-5, TRG-TCC2-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBC32	chr17_12081908_12081986_79_+	-0.06770563661520113	0.841543057984162	0.8816419965793412	-0.256555032454048	0.599538003682862	0.7012802284791944	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000034C57A	chr6_132815307_132815379_73_+	0.08120554803145685	0.8421733038350274	0.881742081285054	0.1578209039296592	0.7152817951957354	0.7937883336928284	snoRNA	snoRNA	ENSG00000206754.1	SNORD101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004E57E7	chr9_95085265_95085287_23_+	-0.05604494275185168	0.8466611243092617	0.8853815415647011	-0.08071021078754548	0.7693266440863417	0.8368561058695925	miRNA	miRNA	NA	NA	NA	NA	MIR23B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000063C71D	chrX_110055329_110055426_98_+	-0.0749453316618176	0.8467232814114819	0.8853815415647011	-0.30931759242131207	0.4853806582643714	0.6034103811756529	precursor_RNA	precursor_RNA	ENSG00000208013.3	MIR652	NA	mir-652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFF543	chr9_95085226_95085287_62_+	-0.055494753284820675	0.8481457646456777	0.8863069492400015	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000183BED	chr9_95085265_95085285_21_+	-0.05586777552462863	0.8489191758589385	0.8865533381832739	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR23B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075DF95	chr10_102436520_102436542_23_+	0.06737040663894067	0.8512007245094136	0.8883734143772298	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR146B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000013DD8	chrX_110055389_110055409_21_+	-0.0730687035712414	0.8541804195984511	0.8909193623768791	0.06848848319503453	0.8624767418963564	0.9042094874719865	miRNA	miRNA	NA	NA	NA	NA	MIR652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003C164B	chr20_2656940_2656967_28_+	0.07408094335588977	0.8566013965614651	0.8928797110808192	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-35855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000283D0A	chr9_95085208_95085304_97_+	-0.05104681462765903	0.8600981409973921	0.8959557657081372	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207563.1	MIR23B	NA	mir-23b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000345516	chr10_89592758_89592778_21_-	-0.0659555349997607	0.8606391345552997	0.8959557657081372	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-107	MIR103A1, MIR103A2, MIR107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000024C472	chr9_95085219_95085293_75_+	-0.05056779978523096	0.8614316682368369	0.8962150289732139	-0.3566254823417907	0.2300816384268146	0.34399696850100636	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR23B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000062C4DE	chr11_76235825_76235896_72_-	0.08222730827812175	0.8619840211505507	0.8962242439326974	0.5558787941783176	0.2565852689843245	0.3735881516411764	tRNA	tRNA	NA	NA	NA	tRNA-Pro-TGG-2-1	TRP-TGG2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_000753_DQ570940	NA	-0.06496617317685249	0.8638440172023447	0.8975921766645661	-0.11989481049743889	0.7396182955037682	0.8118849805891786	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001D1556	chr21_8215387_8215417_31_+	0.055478023889060424	0.8705458411563937	0.9034799371339034	0.045964095873240574	0.8960203258493351	0.9218450606183861	piRNA	piRNA	NA	NA	NA	piR-33382	piR-33382-001, piR-33382-002, piR-33382-003, piR-33382-004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001DE669	chr1_40754371_40754392_22_+	0.048338510299061	0.8706061977597166	0.9034799371339034	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR30E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000B52E69	chr1_28241032_28241054_23_+	0.059446497924954045	0.8730266238941939	0.9053714398301853	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	KY994054-001, KY994054-002, KY994054-003, KY994054-004, KY994054-005, KY994054-006, KY994054-007, KY994054-008, KY994054-009, KY994054-010, KY994054-011, KY994054-012, KY994054-013, KY994054-014, KY994054-015, KY994054-016, KY994054-017, KY994054-018, KY994054-019, KY994054-020, KY994054-021, KY994054-022, KY994054-023, KY994054-024, KY994054-025, KY994054-026, KY994054-027, KY994054-028, KY994054-029, KY994054-030, KY994054-031, KY994054-032, KY994054-033, KY994054-034, KY994054-035, KY994054-036, KY994054-037, KY994054-038, KY994054-039, KY994054-040, KY994054-041, KY994054-042, KY994054-043, KY994054-044, KY994054-045, KY994054-046, KY994054-047, KY994054-048, KY994054-049, KY994054-050, KY994054-051, KY994054-052, KY994054-053, KY994054-054, KY994054-055, KY994054-056, KY994054-057, KY994054-058, KY994054-059, KY994054-060, KY994054-061, KY994054-062, KY994054-063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075B7FD	chr1_220200538_220200619_82_-	-0.05775754728370153	0.8735269622618707	0.9053714398301853	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000281696.1	MIR664A	NA	mir-664a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000023412	chr1_222465005_222465077_73_+	-0.05148376851186631	0.8746669315859805	0.9059835239857299	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Thr-TGT-2-1	TRT-TGT2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFC794	chr17_81125885_81125948_64_+	-0.05960360808500198	0.8798782992432901	0.9099393368747135	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006DE18B	chr14_20326450_20326526_77_-	-0.05590229240420452	0.8798919886381779	0.9099393368747135	-0.09576152668517812	0.7892153267891094	0.8529524315654271	snoRNA	snoRNA	ENSG00000238344.1	SNORD126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075E912	chr17_81125877_81125955_79_+	-0.05889196869753377	0.881297387766325	0.9099393368747135	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000211563.4	MIR3065	NA	mir-3065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000652257	chr17_81125878_81125957_80_-	-0.05889196869753377	0.881297387766325	0.9099393368747135	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075E706	chr17_81125883_81125949_67_-	-0.05889196869753377	0.881297387766325	0.9099393368747135	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283604.1	MIR338	NA	mir-338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000064906C	chr19_13836440_13836521_82_-	0.04882453912774398	0.8817968831569388	0.9099393368747135	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR27A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075B243	chr9_94178834_94178920_87_+	-0.048051548449070225	0.889365734951461	0.9166025605843494	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000199133.3	MIRLET7D	NA	let-7d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004C105E	chr9_94178835_94178919_85_+	-0.048051548449070225	0.889365734951461	0.9166025605843494	-0.9050070667275363	0.025330678253715107	0.06604847338361246	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIRLET7D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_001152_DQ571500	NA	0.06479912671989707	0.8907160639142421	0.9174208553370301	0.13347461714334052	0.777756572462516	0.8425696201677255	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000759F95	chr14_20326441_20326539_99_-	-0.05020698968629578	0.8920886410824562	0.9182610294288204	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000070BB97	chr2_206161878_206161956_79_+	0.06102259722085357	0.8964683334307111	0.9208780435539979	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000A77ED7	chr2_206161878_206161957_80_+	0.06102259722085357	0.8964683334307111	0.9208780435539979	NA	NA	NA	snoRNA	snoRNA	ENSG00000207047.2, ENSG00000283671.1	SNORD51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000004E6C0	chr2_206161881_206161950_70_+	0.06102259722085357	0.8964683334307111	0.9208780435539979	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	U51 small nuclear RNA	SNORD51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDFEC	chrX_110055347_110055409_63_+	-0.05162990750250174	0.8968648501805461	0.9208780435539979	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000D51422	chr5_10402364_10402385_22_+	0.055315365505563374	0.8976070051255977	0.9210665534860675	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR10397-001	NA	NA	NA	MIR10397	NA	NA	NA	NA	NA	NA
hsa_piR_019420_DQ596670	NA	-0.056918883717397506	0.9073214953853158	0.9304559364989962	-0.2703525582100208	0.6138829488326447	0.7143650683346633	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000167E1A8	chr11_76235867_76235891_25_-	0.050084157738657265	0.9084790126460079	0.9310639477024656	NA	NA	NA	other	other	NA	NA	NA	NA	MK671729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000D56919	chr5_10402364_10402431_68_+	0.04826518193303109	0.9105243514342494	0.9325805313758243	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR10397-001	NA	NA	MIR10397	NA	NA	NA	NA	NA	NA	NA
URS00007351A0	chr13_41455925_41455996_72_-	0.05504963948562258	0.9123858993968144	0.9333277593705624	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Glu-CTC-3-1	TRE-CTC3-1-001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000C8E9D0	chr13_41455925_41455997_73_-	0.05504963948562258	0.9123858993968144	0.9333277593705624	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRE-CTC3-1-001	NA	NA	TRE-CTC3-1	NA	NA	NA	NA	NA	tRNA-Glu-CTC-3-1	NA
URS00002FF4FF	chr21_8218734_8218764_31_+	0.04827563768287746	0.9162255535710808	0.9366744809911421	0.231699497453854	0.6968603309843538	0.7828924706120519	piRNA	piRNA	NA	NA	NA	piR-36499	piR-36499-001, piR-36499-002, piR-36499-003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000147F3E	chr14_100884716_100884737_22_+	-0.04855959148032252	0.9193532539283671	0.9392896627805931	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004AFF8D	chr3_52268336_52268357_22_-	0.02785677952770449	0.920690252015671	0.9400732046896852	0.3711882183523425	0.2705967585400541	0.38900955809075705	miRNA	miRNA	NA	NA	NA	NA	MIRLET7G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006CCF53	chr5_181243312_181243379_68_-	0.04135219682606017	0.9218510743591746	0.9406760034766577	0.5537625722081421	0.20615834566427674	0.3195981167878907	snoRNA	snoRNA	ENSG00000264549.1	SNORD95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004EAB18	chr14_100884716_100884738_23_+	-0.045842742123789915	0.9241078429365495	0.9423956914052999	-0.06306647794286757	0.8925953198283068	0.9198887214538609	miRNA	miRNA	NA	NA	NA	NA	MIR136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE11F	chrX_74287294_74287346_53_-	0.02902897090186851	0.9311578159380095	0.9489982932520257	-0.639481905146674	0.0514592834392535	0.11421450714566023	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000646601	chr17_38861684_38861755_72_-	0.03289003150540859	0.9353534875472831	0.9522987263281693	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Cys-GCA-14-1	TRC-GCA14-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000AED6F	chr19_4724070_4724141_72_+	-0.03516371259643147	0.9355512047614519	0.9522987263281693	0.1314673690683552	0.7721990317421712	0.8375460296607579	tRNA	tRNA	NA	NA	NA	tRNA-Gly-TCC-1-1, tRNA-Gly	TRG-TCC1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000070931D	chr9_124692472_124692545_74_+	-0.021625802004781036	0.9389585292578039	0.9551774304417759	-0.846999296851167	0.014583665483815214	0.045234408350914676	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR181A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000029AE45	chr1_220200549_220200571_23_-	-0.026552387154036516	0.9412140296867584	0.956881587517549	-0.003010791810060809	0.992890673901591	0.992890673901591	miRNA	miRNA	NA	NA	NA	NA	MIR664A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
