sRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00001D1F70_GR_chr6_52148951_52148972_22_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
URS000032BD73_GR_chr6_52148988_52149009_22_+	0	0.08	0.08	0.5	0	0.08	0	1.08	0.08	0	0	0.25	0	0	0	2992.81	0.17	0.17
URS00003EDD3D_GR_chr6_52148989_52149009_21_+	0	0.08	0.08	0.08	0	0	0	0.08	0	0	0	0	0	0	0	688.06	0	0
hsa_piR_003623_DQ574934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022005_DQ600148	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa_piR_003209_DQ574352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021302_DQ599268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021348_DQ599325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021446_DQ599440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015831_DQ591636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002867_DQ573854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015274_DQ590862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000473259_GR_chr6_52500854_52500883_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022189_DQ600387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018566_DQ595529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_023117_DQ601618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013324_DQ588068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006235_DQ578539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006907_DQ579420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000228_DQ570244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003365_DQ574559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001A8435_GR_chr6_52784334_52784387_54_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004384C7_GR_chr6_52784335_52784387_53_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005103_DQ577038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000065477E_GR_chr6_52979158_52979255_98_-	0.07	0	0.04	0.02	0.09	0.04	0.15	0.03	0.12	0.07	0.05	0.17	0.2	0.06	0.56	0	0.38	0.03
URS000081169A_GR_chr6_52995921_52995951_31_+	1.83	0.5	12.53	4.37	6.98	1	9.17	4.09	4.17	1.5	0.5	42.48	3.53	7.17	0	1	1.5	1
hsa_piR_016349_DQ592282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075D3B4_GR_chr6_53276993_53277071_79_+	0	0	0	3	0	1	0	1.5	0.5	0	0	3	0	0	8.5	0.05	0	1
URS000075B307_GR_chr6_53277002_53277023_22_+	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0	0
hsa_piR_001087_DQ571400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019334_DQ596557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003B0FB4_GR_chr6_54442002_54442037_36_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008981_DQ582173	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0
URS000063EA84_GR_chr6_54969045_54969128_84_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000711EBC_GR_chr6_54969045_54969128_84_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010265_DQ583825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006350E5_GR_chr6_56636374_56636444_71_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006E871C_GR_chr6_56799011_56799076_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020819_DQ598658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004A2CB0_GR_chr6_57074627_57074656_30_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075BB3E_GR_chr6_57390132_57390212_81_+	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0
URS0000358C16_GR_chr6_57390180_57390202_23_+	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00007112E2_GR_chr6_57415748_57415813_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006A2B74_GR_chr6_57560185_57560253_69_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000693544_GR_chr6_57792833_57792905_73_-	2.61	1.86	0.81	4.11	2.05	1.12	0.97	1.29	5.03	0.57	0.14	10.86	0.71	2.74	3.13	1.33	0.5	0.87
URS00006E6B1E_GR_chr6_57793545_57793617_73_-	0	0	0	0.29	0	0	0	0	0.09	0	0	0.24	0	0.33	0	0	0	0
URS000070BF11_GR_chr6_57800211_57800284_74_+	26.97	3.5	6.89	3.97	2.64	5.36	25.11	5.12	18	2.71	3.3	21.83	4.47	6.29	2.47	3.12	13.09	8.34
URS000072E3CB_GR_chr6_57808645_57808718_74_+	0	0.2	0.1	0.18	0	0	0	0.1	0.07	0	0.09	0	0	0	0	0.25	0.55	0.55
URS00006AC161_GR_chr6_57813490_57813562_73_-	2.75	1.86	0.81	4.11	2.05	1.12	0.97	1.29	4.92	0.57	0.14	10.86	0.71	2.81	2.93	1.33	0.5	0.67
URS0000674B10_GR_chr6_57815974_57816046_73_-	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0.2	0	0	0.2
URS00006D143A_GR_chr6_57822973_57823046_74_+	19.47	2.49	4.16	4.19	3.2	3.7	22.91	5.68	24.33	2.03	3.03	108.79	5.54	6.75	2.93	4.09	14.85	7.01
URS0000C8E9DB_GR_chr6_57830172_57830244_73_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000065DEBF_GR_chr6_57842214_57842286_73_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006A7FD7_GR_chr6_57861166_57861238_73_-	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
URS00006A9D82_GR_chr6_57870345_57870417_73_-	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
hsa_piR_016373_DQ592311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000071B0B6_GR_chr6_60317265_60317330_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003B25F0_GR_chr6_60726200_60726236_37_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000B83A7_GR_chr6_61294177_61294231_55_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00005FC8B3_GR_chr6_61294178_61294230_53_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000A5C58_GR_chr6_61294178_61294231_54_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002E7D9F_GR_chr6_61294180_61294231_52_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003885_DQ575285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000387E65_GR_chr6_62050265_62050309_45_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016250_DQ592160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006A0358_GR_chr6_63017564_63017629_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022825_DQ601218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006C4331_GR_chr6_64978914_64978979_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013941_DQ589054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000063C619_GR_chr6_65311076_65311145_70_-	0.14	0	0.22	0.18	0.08	0.13	0.27	0.09	0.33	0.14	0.1	0.43	0.07	0.25	0.05	0.07	0.02	0.17
URS0000670A86_GR_chr6_65420305_65420370_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021819_DQ599890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009664_DQ583028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000062766D_GR_chr6_66728843_66728904_62_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000068066E_GR_chr6_67210408_67210480_73_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006820C4_GR_chr6_69204486_69204568_83_+	0	0	0.1	0	0	0	1	0	2	0	0	13.64	0	0	2.5	0	2.25	1
hsa_piR_013764_DQ588805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006AE599_GR_chr6_69621375_69621466_92_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004A9035_GR_chr6_69656423_69656450_28_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000718A80_GR_chr6_69890622_69890671_50_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019181_DQ596329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006ACF98_GR_chr6_70513294_70513356_63_+	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0
URS00006BE35F_GR_chr6_70519303_70519368_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000658275_GR_chr6_70620079_70620144_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017345_DQ593981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013175_DQ587860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002803_DQ573770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021639_DQ599671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021315_DQ599287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000137EDE_GR_chr6_71376960_71377031_72_-	287.26	414.06	142.27	427.87	66.94	318.86	260.68	498.17	307.04	313.7	65.7	1247.07	427.35	364.61	679.54	334.41	467.4	813.21
URS0000EFDE05_GR_chr6_71376963_71377025_63_-	287.19	413.06	141.87	426.67	66.94	318.56	259.48	497.92	306.79	313.5	65.7	1231.37	426.1	364.16	678.02	333.71	466.9	811.26
URS0000527228_GR_chr6_71376964_71376985_22_-	24.04	109.51	8	67.81	3	58.75	68	94.19	29.78	81.83	14.06	125.19	108.9	51.12	181.27	65.12	117.21	252.27
URS0000716D22_GR_chr6_71376966_71377025_60_-	264.94	302.81	134.12	354.9	63.19	257.81	186.98	403.42	275.54	229.75	51.7	1105.33	310.6	311.66	498.46	267.28	351.15	549.26
URS000011554A_GR_chr6_71403546_71403625_80_-	17511.12	69311.57	5966.57	44035.37	1258.68	36514.33	66191.37	62136.54	25210.96	62097.15	28859.42	192048.7	118375.95	31410.39	92017.32	67746.32	52755.73	59003.29
URS000043D261_GR_chr6_71403551_71403621_71_-	17510.92	69311.57	5966.57	44034.37	1258.68	36514.33	66191.37	62136.34	25210.96	62096.95	28859.42	191862.5	118375.55	31410.39	92016.12	67745.92	52754.73	59003.29
URS0000EFE1FD_GR_chr6_71403553_71403616_64_-	17506.18	69293.47	5962.47	44017.74	1257.74	36501.33	66172.19	62114.94	25204.35	62073.98	28851.42	191802.35	118352.64	31402.8	92006.64	67743.18	52750.44	58986.08
URS0000065D58_GR_chr6_71403554_71403575_22_-	9086.67	38020.23	2061.74	20807.67	702.55	17389.97	18796.36	30768.02	10058.88	29563.76	11789.69	92817.18	45455	12690.43	45344.45	44350.3	14890.78	18009.67
URS0000704D62_GR_chr6_71403556_71403616_61_-	8974.85	33957.01	3976.8	24527.54	593.95	20011.16	47659.06	32754.5	15596.4	33533.8	18223.25	108505.72	74141.3	19101.99	49226.69	27364.18	39202.18	41895.46
URS000016A0BF_GR_chr6_71403593_71403616_24_-	8180.69	30088.75	3806.39	22408.75	537.77	18590.68	46492.32	30303.54	14760.99	31491.23	16611.62	97311.85	71222.57	18107.47	45344.92	22691.58	37486.29	40497.35
URS0000361AEA_GR_chr6_71403594_71403616_23_-	8024.55	29665.97	3625.75	21809.34	507.48	18130.27	44596.52	29673.99	14361.88	30967.1	16341.63	86066.62	69719.65	17408.23	44465.37	22150.52	35961.3	39006.5
URS000043D1A9_GR_chr6_71403595_71403616_22_-	7139.98	26222.01	3151.59	19500.93	434.7	15838	35640.05	26157.52	12857.43	27885.52	15397.02	81839.76	62983.21	15645.95	37749.03	17134.58	29040.78	27900.91
URS00006FBC57_GR_chr6_71494523_71494588_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000678681_GR_chr6_71670895_71670960_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000071DA29_GR_chr6_71702279_71702344_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000317E4C_GR_chr6_71791346_71791395_50_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006BFABE_GR_chr6_72545501_72545566_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075C69B_GR_chr6_72967687_72967753_67_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075AC52_GR_chr6_72967697_72967714_18_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014982_DQ590492	0	0	0	0	0	0	1	0	0.12	0	0	1	0	0	0.29	0	0.41	0
hsa_piR_021057_DQ598951	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000057DF02_GR_chr6_73521092_73521170_79_-	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000013F046_GR_chr6_73851483_73851513_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010092_DQ583588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016439_DQ592392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006F7E7F_GR_chr6_74113476_74113541_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013362_DQ588116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000ABD8AC_GR_chr6_75128709_75128782_74_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075ABF8_GR_chr6_75428407_75428473_67_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000582334_GR_chr6_75428446_75428462_17_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000065A549_GR_chr6_75593055_75593145_91_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000718AE4_GR_chr6_75644084_75644177_94_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006F81AC_GR_chr6_75865239_75865335_97_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000016DC3C_GR_chr6_76300302_76300331_30_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006D46A6_GR_chr6_76446988_76447085_98_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020122_DQ597639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013887_DQ588967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000D55A9B_GR_chr6_78539263_78539309_47_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000D50577_GR_chr6_78539292_78539308_17_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000257F00_GR_chr6_78858244_78858290_47_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013339_DQ588088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000067A080_GR_chr6_78958293_78958365_73_-	2	0.2	6.9	0.5	1.17	1.2	3	0	5.08	0	0.93	3.42	1.5	0	1.57	2.5	6.9	0.83
URS00006AB9D6_GR_chr6_79032483_79032548_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00005F4D3F_GR_chr6_79401491_79401566_76_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000435524_GR_chr6_79538734_79538762_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa_piR_016658_DQ592931	28.33	11.63	32.04	33.48	74.53	13.43	9.77	14.89	51.67	10.01	18.73	40.16	10.87	13.55	37.75	24.3	22.37	42.81
hsa_piR_013710_DQ588724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000028A6F2_GR_chr6_80612542_80612587_46_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001A8435_GR_chr6_80903328_80903378_51_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004384C7_GR_chr6_80903329_80903378_50_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000463972_GR_chr6_81969453_81969539_87_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006C9B80_GR_chr6_82210341_82210436_96_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000049D97B_GR_chr6_82366030_82366092_63_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000067E093_GR_chr6_82801215_82801282_68_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006866_DQ579364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010568_DQ584232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000208B69_GR_chr6_83213065_83213143_79_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000378F72_GR_chr6_83447449_83447503_55_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004806A5_GR_chr6_83571410_83571439_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000067F8D7_GR_chr6_83664614_83664678_65_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007521_DQ580252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006437B1_GR_chr6_83890453_83890518_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000072D4DF_GR_chr6_83930427_83930492_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005282_DQ577271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000053D8EC_GR_chr6_84072003_84072031_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003ED5FA_GR_chr6_84173716_84173794_79_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008138_DQ581062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021880_DQ599972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006871FA_GR_chr6_84746717_84746774_58_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013509_DQ588338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000001388A_GR_chr6_85677294_85677368_75_-	124.3	81.25	247.91	317.21	222.36	110.4	429.73	129.93	528.64	215.72	232.34	1225.71	151.51	304.23	1126.83	1351.73	129.37	119.58
URS00006F8A66_GR_chr6_85677589_85677658_70_-	3.76	1.67	3.61	5.58	3.5	1	24.42	3.67	4.5	3.83	4.17	33.95	1.33	3.5	10.5	32.59	2.33	0.83
URS000075DF75_GR_chr6_85677589_85677659_71_-	4.1	1.67	3.61	5.58	3.83	1	24.42	3.67	4.83	3.83	4.17	34.29	1.33	3.83	10.5	32.59	2.33	0.83
URS00005A07F1_GR_chr6_85677627_85677659_33_-	3.6	0.67	3.11	4.33	3.33	1	23.42	2.33	3.83	1.67	2.67	30.7	0.83	2.83	6.5	27.09	1.33	0.33
URS000006E1E2_GR_chr6_86633290_86633317_28_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022047_DQ600210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010619_DQ584305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012374_DQ586745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007717_DQ580515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000452DFF_GR_chr6_87239201_87239245_45_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020967_DQ598841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002886_DQ573882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021724_DQ599770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004E00D0_GR_chr6_89263555_89263633_79_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016305_DQ592225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000070B9CF_GR_chr6_89528326_89528391_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0
hsa_piR_013418_DQ588190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000653A48_GR_chr6_89841329_89841424_96_+	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
URS000062F2A6_GR_chr6_89898289_89898387_99_-	0	0.13	0	0.02	0.02	0	0.03	0.17	0.43	0.08	0	0.47	0	0	0.12	0.09	0.72	0.2
hsa_piR_016328_DQ592251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006282_DQ578593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075A798_GR_chr6_90312742_90312833_92_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000C36BD_GR_chr6_90312753_90312773_21_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000637982_GR_chr6_90323179_90323244_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000027ADA3_GR_chr6_90374631_90374656_26_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00007252AC_GR_chr6_91350937_91351002_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000031C612_GR_chr6_91398615_91398663_49_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075B78A_GR_chr6_91521660_91521737_78_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002FBE0C_GR_chr6_91521709_91521730_22_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006F6708_GR_chr6_91906353_91906418_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003707_DQ575034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004207_DQ575733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000660E6F_GR_chr6_92772503_92772568_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010523_DQ584172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000069AEA3_GR_chr6_93812231_93812295_65_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006C2C24_GR_chr6_94447261_94447329_69_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001449_DQ571995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009048_DQ582259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000436EB3_GR_chr6_95390106_95390138_33_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007595_DQ580355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006B51F8_GR_chr6_96481620_96481684_65_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015428_DQ591080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011986_DQ586203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021448_DQ599442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006A450C_GR_chr6_97742740_97742805_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075DC36_GR_chr6_98024531_98024621_91_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
