gene_id	n
URS000025A4FD_GR_chr15_96782631_96782659_29_-	1
URS000025A5B3_GR_chr16_24079200_24079231_32_-	1
URS000025A7A2_GR_chr11_45713505_45713534_30_-	1
URS000025A8A3_GR_chr14_88158023_88158052_30_-	1
URS000025AAE4_GR_chr6_33876646_33876675_30_-	1
URS000025AD5C_GR_chr15_93422096_93422123_28_-	1
URS000025B2F4_GR_chr12_9329111_9329137_27_-	1
URS000025BACC_GR_chr12_108046529_108046554_26_+	1
URS000025C836_GR_chr7_72269668_72269695_28_+	1
URS000025C8A1_GR_chr2_27050845_27050871_27_+	1
URS000025CC95_GR_chr10_77775711_77775740_30_+	1
URS000025CDC5_GR_chr11_45691977_45692005_29_-	1
URS000025D7DE_GR_chr22_37361983_37362013_31_-	1
URS000025D9DC_GR_chr6_33910460_33910487_28_+	1
URS000025DA8A_GR_chr19_16025501_16025530_30_+	1
URS000025DA90_GR_chr15_101764863_101764892_30_+	1
URS000025EC6A_GR_chr11_45718327_45718356_30_-	1
URS000025FCA3_GR_chr6_33899131_33899159_29_+	1
URS000025FDCE_GR_chr12_57931712_57931737_26_-	1
URS000025FF9F_GR_chr15_62244717_62244742_26_+	1
URS00002604E6_GR_chr11_45695614_45695642_29_-	1
URS00002611E3_GR_chr10_77767936_77767965_30_+	1
URS0000261FED_GR_chr15_93418667_93418694_28_-	1
URS000026270F_GR_chr16_1556456_1556485_30_-	1
URS0000263203_GR_chr19_34815057_34815084_28_-	1
URS00002633FF_GR_chr1_24253286_24253313_28_-	1
URS0000263AD5_GR_chr10_77767047_77767074_28_+	1
URS0000263E76_GR_chr18_11657100_11657128_29_-	1
URS0000264200_GR_chr2_109988608_109988638_31_+	1
URS00002645D5_GR_chr15_51297073_51297101_29_-	1
URS00002646F3_GR_chr10_77765903_77765930_28_+	1
URS0000264993_GR_chr21_44489725_44489754_30_-	1
URS0000264A55_GR_chr19_16040118_16040146_29_+	1
URS0000265D61_GR_chr16_25072638_25072666_29_+	1
URS0000265F8D_GR_chr3_182007531_182007557_27_+	1
URS000026685A_GR_chr14_30409756_30409784_29_+	1
URS000026685A_GR_chr16_81340443_81340490_48_-	1
URS0000266CF3_GR_chr14_88143097_88143125_29_-	1
URS000026742C_GR_chr12_3471894_3471924_31_+	1
URS00002674E9_GR_chr12_9342781_9342809_29_-	1
URS000026761C_GR_chr15_62238955_62238983_29_+	1
URS0000267D46_GR_chr19_34889013_34889042_30_+	1
URS0000267E84_GR_chr10_28791766_28791797_32_-	1
URS000026807D_GR_chr18_11652011_11652042_32_-	1
URS000026835C_GR_chr6_33903887_33903916_30_+	1
URS000026847F_GR_chr15_62246220_62246248_29_+	1
URS000026865A_GR_chr10_77780928_77780956_29_+	1
URS00002688B3_GR_chr2_175502245_175502271_27_+	1
URS0000268984_GR_chr5_176186289_176186314_26_-	1
URS0000269498_GR_chr9_79865571_79865598_28_-	1
URS00002694DA_GR_chr10_28792226_28792251_26_-	1
URS0000269746_GR_chr6_33895142_33895169_28_+	1
URS000026993F_GR_chr15_62254404_62254434_31_+	1
URS0000269A14_GR_chr6_29531295_29531320_26_+	1
URS0000269B3C_GR_chr6_33899520_33899549_30_+	1
URS000026A0E7_GR_chr18_11661028_11661054_27_-	1
URS000026A818_GR_chr4_188543545_188543576_32_+	1
URS000026A98C_GR_chr12_9346392_9346420_29_-	1
URS000026A98C_GR_chr5_29931727_29931756_30_+	1
URS000026B35D_GR_chr18_11664552_11664580_29_-	1
URS000026B4CC_GR_chr15_62246462_62246500_39_+	1
URS000026B866_GR_chr21_44490029_44490057_29_-	1
URS000026BDD9_GR_chr6_40378467_40378492_26_+	1
URS000026C29B_GR_chr15_62243115_62243146_32_+	1
URS000026C8E4_GR_chr7_79739504_79739531_28_+	1
URS000026C8FD_GR_chr6_33896018_33896046_29_+	1
URS000026CAC5_GR_chr15_51301392_51301420_29_-	1
URS000026D09F_GR_chr11_45686120_45686148_29_-	1
URS000026E62D_GR_chr19_34888252_34888280_29_-	1
URS000026E933_GR_chr15_96771114_96771139_26_-	1
URS000026ED4B_GR_chr9_90584863_90584888_26_+	1
URS000026EDF2_GR_chr1_102095209_102095245_37_+	1
URS000026EDF2_GR_chr13_44727259_44727295_37_+	1
URS000026EDF2_GR_chr13_81864776_81864812_37_+	1
URS000026EDF2_GR_chr14_23789209_23789245_37_+	1
URS000026EDF2_GR_chr5_151301831_151301867_37_+	1
URS000026EDF2_GR_chrY_15028006_15028042_37_+	1
URS00002704B2_GR_chr15_99799767_99799798_32_-	1
URS0000270663_GR_chr10_28790630_28790655_26_-	1
URS00002706FF_GR_chr19_16039201_16039229_29_+	1
URS000027135D_GR_chr22_37363167_37363195_29_-	1
URS0000271A20_GR_chr19_16037007_16037035_29_+	1
URS00002724E2_GR_chr5_12036735_12036786_52_-	1
URS0000272CDC_GR_chr5_676501_676529_29_+	1
URS0000272FA8_GR_chr15_51301279_51301306_28_-	1
URS0000273177_GR_chr13_18762874_18762903_30_-	1
URS0000273212_GR_chr15_51302843_51302867_25_-	1
URS00002732E2_GR_chr3_12863428_12863453_26_-	1
URS000027350A_GR_chrY_11239799_11239841_43_+	1
URS00002737FB_GR_chr22_37361101_37361129_29_-	1
URS00002738DC_GR_chr10_23863301_23863333_33_+	1
URS0000274234_GR_chr12_9335587_9335615_29_-	1
URS000027488E_GR_chr3_12862862_12862890_29_-	1
URS0000274CF4_GR_chr15_62243938_62243967_30_+	1
URS0000274D49_GR_chr19_34815200_34815225_26_-	1
URS0000274EDD_GR_chr18_11658344_11658372_29_-	1
URS00002759A0_GR_chr15_62243869_62243897_29_+	1
URS00002761ED_GR_chr10_77780530_77780558_29_+	1
URS0000276502_GR_chr6_40378502_40378527_26_+	1
URS0000276565_GR_chr2_110691379_110691404_26_+	1
URS0000276595_GR_chr22_19019094_19019122_29_-	1
URS00002780CE_GR_chr10_28792794_28792824_31_-	1
URS000027822A_GR_chr10_77777761_77777791_31_+	1
URS000027822A_GR_chr3_153897209_153897243_35_+	1
URS0000278885_GR_chr14_88143717_88143746_30_-	1
URS0000278F72_GR_chr15_62266380_62266409_30_+	1
URS0000279573_GR_chr6_33910375_33910403_29_+	1
URS0000279995_GR_chr15_62244588_62244616_29_+	1
URS0000279D57_GR_chr11_45716080_45716105_26_-	1
URS000027A0BB_GR_chr6_33900945_33900970_26_+	1
URS000027A2AB_GR_chr8_136570818_136570844_27_+	1
URS000027A6FA_GR_chr3_75392126_75392154_29_-	1
URS000027A7D9_GR_chr10_77766949_77766978_30_+	1
URS000027A81E_GR_chr15_62239148_62239174_27_+	1
URS000027AB18_GR_chr3_15879028_15879056_29_+	1
URS000027ABF0_GR_chr15_92571928_92571956_29_-	1
URS000027ADA3_GR_chr6_90374631_90374656_26_+	1
URS000027B039_GR_chr4_10122781_10122811_31_+	1
URS000027B6A1_GR_chr14_88142062_88142089_28_-	1
URS000027BC1D_GR_chr15_92590247_92590276_30_+	1
URS000027BD5E_GR_chr11_45699270_45699299_30_-	1
URS000027BDF7_GR_chr16_4891634_4891660_27_+	1
URS000027C0D3_GR_chr21_44488809_44488836_28_-	1
URS000027D0A8_GR_chr11_45696569_45696596_28_-	1
URS000027D437_GR_chr2_110700250_110700277_28_+	1
URS000027D8F7_GR_chr14_88143937_88143965_29_-	1
URS000027DF14_GR_chrX_101788522_101788558_37_-	1
URS000027DF14_GR_chrX_22922568_22922599_32_-	1
URS000027E36E_GR_chr4_10130075_10130104_30_+	1
URS000027E971_GR_chr19_34851754_34851781_28_+	1
URS0000280AEE_GR_chr15_51285227_51285255_29_-	1
URS0000280C71_GR_chr15_51295972_51296000_29_-	1
URS0000280DB2_GR_chr5_180689851_180689880_30_+	1
URS0000280F6E_GR_chr11_45714943_45714968_26_-	1
URS0000281391_GR_chr15_92596959_92596990_32_+	1
URS0000281664_GR_chr12_3480903_3480931_29_+	1
URS0000281D7C_GR_chrM_249_278_30_-	1
URS0000281E90_GR_chr11_45700884_45700911_28_-	1
URS000028323D_GR_chr11_45697916_45697944_29_-	1
URS00002833B1_GR_chr15_51302880_51302908_29_-	1
URS0000283990_GR_chr12_100173421_100173449_29_-	1
URS00002839F3_GR_chr10_77768922_77768948_27_+	1
URS0000283BD7_GR_chr3_128860328_128860357_30_+	1
URS0000283C28_GR_chr6_33892851_33892879_29_-	1
URS0000283D1E_GR_chr20_51693572_51693612_41_-	1
URS0000283F0A_GR_chr19_34905558_34905583_26_+	1
URS0000284038_GR_chr6_29532429_29532456_28_+	1
URS000028452D_GR_chr6_33895139_33895168_30_+	1
URS0000284B70_GR_chr15_62242265_62242292_28_+	1
URS0000284C1C_GR_chr1_179588429_179588456_28_-	1
URS0000284E93_GR_chr6_33911184_33911212_29_+	1
URS0000285306_GR_chr14_19012691_19012720_30_+	1
URS000028568C_GR_chr1_237203159_237203202_44_-	1
URS00002858C2_GR_chr6_33902647_33902677_31_+	1
URS00002860A0_GR_chr15_62239748_62239775_28_+	1
URS00002863E4_GR_chr2_227939838_227939867_30_+	1
URS000028711D_GR_chr15_92586891_92586919_29_+	1
URS0000287941_GR_chr15_92585735_92585762_28_+	1
URS0000287ABD_GR_chr22_23897884_23897909_26_-	1
URS0000287B38_GR_chr18_11661030_11661058_29_-	1
URS00002885BE_GR_chr11_45713506_45713534_29_-	1
URS000028882B_GR_chr13_86186888_86186918_31_-	1
URS0000288867_GR_chr19_34817462_34817489_28_-	1
URS0000288C02_GR_chr3_139312635_139312663_29_+	1
URS0000288E06_GR_chr15_51289008_51289037_30_-	1
URS000028974F_GR_chr15_96781738_96781766_29_-	1
URS0000289ABD_GR_chr6_33908159_33908187_29_+	1
URS0000289D6F_GR_chr6_33876045_33876072_28_-	1
URS000028A651_GR_chr22_37363450_37363477_28_-	1
URS000028A6F0_GR_chr18_11659555_11659584_30_-	1
URS000028A6F2_GR_chr6_80612542_80612587_46_-	1
URS000028AC06_GR_chr10_28792392_28792418_27_-	1
URS000028AE84_GR_chr22_22280416_22280447_32_-	1
URS000028AFE5_GR_chr19_34890177_34890205_29_-	1
URS000028B7A8_GR_chr15_92571863_92571890_28_-	1
URS000028C1D3_GR_chr2_131274434_131274466_33_+	1
URS000028D68F_GR_chr11_45698215_45698244_30_-	1
URS000028DBFE_GR_chr12_9340604_9340630_27_-	1
URS000028DE86_GR_chr15_101772473_101772502_30_+	1
URS000028E2F8_GR_chr3_124758121_124758150_30_+	1
URS000028E347_GR_chr9_83712941_83712968_28_+	1
URS000028E350_GR_chr11_45703144_45703174_31_-	1
URS000028E6DC_GR_chr6_33895120_33895145_26_+	1
URS000028E7EA_GR_chr15_96780340_96780367_28_-	1
URS000028E855_GR_chr19_34816979_34817006_28_-	1
URS000028E8B7_GR_chr19_16040305_16040333_29_+	1
URS000028EAA0_GR_chr22_37358567_37358594_28_-	1
URS000028ED75_GR_chr1_179589326_179589353_28_-	1
URS000028EE61_GR_chr19_16034857_16034885_29_+	1
URS000028EE69_GR_chr6_29532367_29532392_26_+	1
URS000028F738_GR_chr19_16039562_16039590_29_+	1
URS000028F777_GR_chr9_38418776_38418801_26_-	1
URS000028F98E_GR_chr15_92571534_92571562_29_-	1
URS000028FC46_GR_chr1_203500059_203500089_31_-	1
URS000028FF23_GR_chr10_28792213_28792240_28_-	1
URS000028FF36_GR_chr15_93414008_93414035_28_-	1
URS000029038E_GR_chr10_77767049_77767079_31_+	1
URS0000290EDE_GR_chr11_45716573_45716601_29_-	1
URS00002912A7_GR_chr11_56994682_56994712_31_-	1
URS0000291437_GR_chr19_34891504_34891533_30_-	1
URS0000291F26_GR_chr15_62244660_62244687_28_+	1
URS00002923BB_GR_chr6_33911697_33911726_30_+	1
URS0000292A92_GR_chr19_53420678_53420710_33_-	1
URS0000292A92_GR_chr4_159977275_159977307_33_+	1
URS0000292A92_GR_chr4_68693614_68693646_33_-	1
URS0000292C4E_GR_chr2_110700748_110700775_28_+	1
URS0000292EC2_GR_chr15_51290291_51290319_29_-	1
URS0000292ED1_GR_chr8_503446_503472_27_-	1
URS000029346B_GR_chr13_31347848_31347878_31_-	1
URS000029361F_GR_chr19_34815803_34815831_29_-	1
URS00002937AC_GR_chr18_11671002_11671029_28_+	1
URS0000293B6C_GR_chr13_24751961_24751989_29_+	1
URS0000293E77_GR_chr11_45711673_45711701_29_-	1
URS00002941BB_GR_chr15_96768120_96768147_28_-	1
URS00002947EE_GR_chr10_28792804_28792833_30_-	1
URS0000294B0B_GR_chr6_33910469_33910497_29_+	1
URS000029545E_GR_chr6_33879753_33879781_29_-	1
URS0000295790_GR_chr2_201178560_201178597_38_+	1
URS000029579A_GR_chr15_92572061_92572088_28_-	1
URS0000295A75_GR_chr15_51299723_51299752_30_-	1
URS0000295AC2_GR_chr1_228105891_228105919_29_-	1
URS0000295D86_GR_chr10_28792104_28792132_29_-	1
URS0000296180_GR_chr19_34887466_34887495_30_-	1
URS00002962A0_GR_chr15_62243022_62243052_31_+	1
URS000029688D_GR_chr9_79863997_79864024_28_-	1
URS0000296926_GR_chr6_33879774_33879800_27_-	1
URS00002972FD_GR_chr6_40378798_40378826_29_+	1
URS0000297348_GR_chr11_45713231_45713260_30_-	1
URS0000297358_GR_chr15_62241433_62241460_28_+	1
URS00002978F6_GR_chr10_77779976_77780006_31_+	1
URS0000297AA1_GR_chr6_40378746_40378775_30_+	1
URS0000297DF4_GR_chr14_88159490_88159518_29_-	1
URS000029836F_GR_chr14_88135555_88135582_28_-	1
URS0000298479_GR_chr19_16016363_16016393_31_+	1
URS0000298B3D_GR_chr6_33873699_33873727_29_-	1
URS0000298FB6_GR_chr18_11660702_11660729_28_-	1
URS00002990BA_GR_chr18_11659666_11659694_29_-	1
URS00002996B9_GR_chr8_41856147_41856174_28_-	1
URS0000299B8C_GR_chr8_124922057_124922084_28_-	1
URS0000299D40_GR_chr15_93422098_93422123_26_-	1
URS000029A202_GR_chr19_34816749_34816774_26_-	1
URS000029A5AD_GR_chr15_92586730_92586759_30_+	1
URS000029AC64_GR_chr15_62245350_62245376_27_+	1
URS000029B308_GR_chr6_33877769_33877798_30_-	1
URS000029B7F8_GR_chr14_48958616_48958657_42_-	1
URS000029B7F8_GR_chr3_188852665_188852697_33_-	1
URS000029B7F8_GR_chr5_33675075_33675107_33_-	1
URS000029B7F8_GR_chr8_42705574_42705601_28_-	1
URS000029B9E6_GR_chr15_62245373_62245401_29_+	1
URS000029BADE_GR_chr5_180116984_180117013_30_-	1
URS000029BEE7_GR_chr19_34853031_34853059_29_+	1
URS000029C4E0_GR_chr2_110695111_110695139_29_+	1
URS000029C5AC_GR_chr7_79719938_79719977_40_-	1
URS000029C5EE_GR_chr15_62222440_62222468_29_-	1
URS000029C951_GR_chr11_45688208_45688233_26_-	1
URS000029CCC3_GR_chr19_16039033_16039061_29_+	1
URS000029CCC7_GR_chr12_122675704_122675732_29_-	1
URS000029CD10_GR_chr11_45693653_45693683_31_-	1
URS000029D048_GR_chr10_28791231_28791261_31_-	1
URS000029DD05_GR_chr11_45701185_45701210_26_-	1
URS000029DED3_GR_chr6_33869122_33869149_28_-	1
URS000029DFAA_GR_chr16_10963402_10963432_31_+	1
URS000029DFC0_GR_chr13_31368542_31368572_31_-	1
URS000029E01E_GR_chr13_96948173_96948201_29_-	1
URS000029E471_GR_chr11_45676453_45676481_29_-	1
URS000029E4DA_GR_chr6_29531661_29531690_30_+	1
URS000029E7D1_GR_chr15_101772861_101772890_30_+	1
URS000029E9BC_GR_chr12_76694011_76694037_27_+	1
URS000029EA14_GR_chr11_45695610_45695638_29_-	1
URS000029F08C_GR_chr7_22554308_22554338_31_+	1
URS000029F815_GR_chr6_33868919_33868947_29_-	1
URS00002A00D5_GR_chr15_51292710_51292738_29_-	1
URS00002A00F8_GR_chr10_77778165_77778194_30_+	1
URS00002A0CEC_GR_chr10_77776707_77776735_29_+	1
URS00002A0F6C_GR_chr2_97267647_97267675_29_+	1
URS00002A1D72_GR_chr6_40378446_40378475_30_+	1
URS00002A24A8_GR_chr15_62239905_62239934_30_+	1
URS00002A24DC_GR_chr15_92583667_92583696_30_+	1
URS00002A2AB6_GR_chr6_33907107_33907134_28_+	1
URS00002A2FCB_GR_chr19_16037295_16037323_29_+	1
URS00002A3029_GR_chr3_128852497_128852525_29_+	1
URS00002A3523_GR_chr19_16035558_16035586_29_+	1
URS00002A36E2_GR_chr15_62245185_62245214_30_+	1
URS00002A3A15_GR_chr6_33909231_33909261_31_+	1
URS00002A3D95_GR_chr15_93415334_93415363_30_-	1
URS00002A3DC0_GR_chr19_34814175_34814204_30_-	1
URS00002A4047_GR_chr22_37363448_37363476_29_-	1
URS00002A4229_GR_chr2_110700430_110700455_26_+	1
URS00002A4D38_GR_chr18_11660744_11660771_28_-	1
URS00002A4F15_GR_chr15_51295942_51295972_31_+	1
URS00002A521F_GR_chrM_250_278_29_-	1
URS00002A526F_GR_chr19_34815577_34815606_30_-	1
URS00002A5A58_GR_chr17_20563684_20563713_30_+	1
URS00002A5F59_GR_chr21_44493318_44493344_27_-	1
URS00002A60AA_GR_chr19_15254694_15254723_30_-	1
URS00002A6146_GR_chr19_19751521_19751548_28_-	1
URS00002A6BC2_GR_chr22_23895874_23895902_29_-	1
URS00002A710C_GR_chr19_19742644_19742673_30_-	1
URS00002A7518_GR_chr18_70524881_70524929_49_-	1
URS00002A7518_GR_chr2_213660692_213660727_36_-	1
URS00002A7518_GR_chr2_227739388_227739431_44_-	1
URS00002A7518_GR_chr3_15364284_15364319_36_-	1
URS00002A7518_GR_chr3_163689391_163689426_36_-	1
URS00002A7518_GR_chr4_63521337_63521372_36_-	1
URS00002A7518_GR_chr5_84297830_84297865_36_+	1
URS00002A7518_GR_chr8_16499574_16499609_36_-	1
URS00002A7518_GR_chr9_101127592_101127627_36_+	1
URS00002A7B74_GR_chr15_92583785_92583814_30_+	1
URS00002A836C_GR_chr9_79865196_79865221_26_-	1
URS00002A84AA_GR_chr9_125195507_125195535_29_+	1
URS00002A8B17_GR_chr6_33904765_33904792_28_+	1
URS00002A8F9E_GR_chr19_19750217_19750244_28_-	1
URS00002A939F_GR_chr9_74498818_74498844_27_+	1
URS00002A97BC_GR_chr15_101774004_101774032_29_+	1
URS00002A9FB7_GR_chr1_106853644_106853670_27_-	1
URS00002AA2C9_GR_chr22_37358175_37358204_30_-	1
URS00002AA2E2_GR_chr6_33910414_33910441_28_+	1
URS00002AA825_GR_chr12_121375272_121375303_32_-	1
URS00002AA825_GR_chr2_203642381_203642412_32_+	1
URS00002AA825_GR_chr20_48563744_48563775_32_+	1
URS00002AA8B0_GR_chr15_62260282_62260311_30_+	1
URS00002AA8BD_GR_chr19_16037300_16037326_27_+	1
URS00002AAD42_GR_chr6_33912770_33912798_29_+	1
URS00002AAF5E_GR_chr15_92580622_92580650_29_-	1
URS00002ABE30_GR_chr14_88154953_88154981_29_-	1
URS00002ABFC8_GR_chr22_37358296_37358322_27_-	1
URS00002ACC50_GR_chr15_51286732_51286758_27_-	1
URS00002ADC15_GR_chr19_16039117_16039146_30_+	1
URS00002ADF17_GR_chr20_5499613_5499642_30_-	1
URS00002AE767_GR_chr18_11664194_11664221_28_-	1
URS00002AEBC4_GR_chr10_28792633_28792660_28_-	1
URS00002AF40B_GR_chr15_30770164_30770193_30_+	1
URS00002AF40B_GR_chr15_31635272_31635301_30_-	1
URS00002AFB10_GR_chrX_100820085_100820111_27_-	1
URS00002B012A_GR_chr15_62222224_62222253_30_-	1
URS00002B08E3_GR_chr15_51260043_51260073_31_-	1
URS00002B0934_GR_chr15_51288218_51288246_29_-	1
URS00002B09E2_GR_chr6_40378416_40378441_26_+	1
URS00002B0A5E_GR_chr10_60693220_60693246_27_-	1
URS00002B0A5E_GR_chr16_36072250_36072276_27_-	1
URS00002B0A5E_GR_chr18_28228798_28228823_26_+	1
URS00002B0A5E_GR_chr3_95662986_95663012_27_+	1
URS00002B0A5E_GR_chr9_6295686_6295712_27_-	1
URS00002B10B2_GR_chr6_33911571_33911599_29_+	1
URS00002B1BA6_GR_chr11_125579713_125579766_54_-	1
URS00002B1BA6_GR_chr14_73396393_73396447_55_-	1
URS00002B1BA6_GR_chr15_39962501_39962533_33_-	1
URS00002B1BA6_GR_chr15_64828883_64828936_54_-	1
URS00002B1BF7_GR_chr4_10123615_10123640_26_+	1
URS00002B1E29_GR_chr15_84398166_84398194_29_-	1
URS00002B26FE_GR_chr15_96769953_96769983_31_-	1
URS00002B29CC_GR_chr19_16039266_16039294_29_+	1
URS00002B2DAC_GR_chr3_128859225_128859254_30_+	1
URS00002B336B_GR_chr22_37347273_37347301_29_-	1
URS00002B361E_GR_chr3_10299128_10299153_26_+	1
URS00002B363E_GR_chr15_20342165_20342194_30_+	1
URS00002B3A9D_GR_chr22_37364854_37364883_30_-	1
URS00002B3DE6_GR_chr8_144141578_144141603_26_+	1
URS00002B3ED1_GR_chr22_37359521_37359549_29_-	1
URS00002B4733_GR_chr5_178766135_178766160_26_-	1
URS00002B487C_GR_chr15_101762916_101762944_29_+	1
URS00002B4BDF_GR_chr10_77767894_77767921_28_+	1
URS00002B4C23_GR_chr14_88142546_88142571_26_-	1
URS00002B4C4F_GR_chr15_93415179_93415207_29_-	1
URS00002B4FD0_GR_chr10_28792715_28792743_29_-	1
URS00002B5B43_GR_chr21_44493412_44493440_29_-	1
URS00002B5B8C_GR_chr14_88135949_88135978_30_-	1
URS00002B6886_GR_chr9_113119606_113119630_25_+	1
URS00002B6A6F_GR_chrM_1987_2015_29_+	1
URS00002B6BA3_GR_chr15_51295529_51295557_29_-	1
URS00002B6F8A_GR_chr2_28323641_28323666_26_+	1
URS00002B8882_GR_chr15_20210004_20210029_26_+	1
URS00002B8DD6_GR_chr15_93417637_93417666_30_-	1
URS00002B99FB_GR_chr6_33904524_33904551_28_+	1
URS00002BA0FD_GR_chr7_29647968_29647995_28_-	1
URS00002BA407_GR_chr6_33911174_33911203_30_+	1
URS00002BA6F0_GR_chr18_11659424_11659452_29_-	1
URS00002BAA65_GR_chr19_16038434_16038462_29_+	1
URS00002BB3A6_GR_chr19_16037096_16037124_29_+	1
URS00002BB3A9_GR_chr15_93415954_93415984_31_-	1
URS00002BB3CD_GR_chr11_45691976_45692005_30_-	1
URS00002BCF1A_GR_chr6_33896474_33896502_29_+	1
URS00002BD3C1_GR_chr5_177264736_177264763_28_-	1
URS00002BD6C7_GR_chr19_34890664_34890692_29_-	1
URS00002BDBA0_GR_chr6_33898386_33898415_30_+	1
URS00002BDC04_GR_chr15_92596447_92596474_28_+	1
URS00002BDD19_GR_chr22_37359511_37359539_29_-	1
URS00002BE13A_GR_chr22_37364917_37364947_31_-	1
URS00002BEA7B_GR_chr11_45720799_45720829_31_-	1
URS00002BEB7E_GR_chr15_62219556_62219583_28_-	1
URS00002BFBFD_GR_chr4_423574_423603_30_+	1
URS00002BFD37_GR_chr16_25071751_25071778_28_+	1
URS00002BFE25_GR_chr6_33903093_33903120_28_+	1
URS00002C00DF_GR_chr18_11664196_11664222_27_-	1
URS00002C05AB_GR_chr12_6981338_6981368_31_+	1
URS00002C0F8E_GR_chr12_74875194_74875227_34_-	1
URS00002C160E_GR_chr11_45719992_45720021_30_-	1
URS00002C1F24_GR_chr13_24752068_24752096_29_+	1
URS00002C268C_GR_chr14_88146048_88146077_30_-	1
URS00002C2F6B_GR_chr6_33899513_33899540_28_+	1
URS00002C30F4_GR_chr5_127179807_127179838_32_+	1
URS00002C334C_GR_chr10_77778186_77778216_31_+	1
URS00002C341A_GR_chr11_45696051_45696080_30_-	1
URS00002C3618_GR_chr6_33904765_33904793_29_+	1
URS00002C4ADC_GR_chr15_92572229_92572254_26_-	1
URS00002C4CAD_GR_chr14_88135271_88135297_27_-	1
URS00002C522E_GR_chr15_101772486_101772514_29_+	1
URS00002C5DF8_GR_chr18_11665145_11665170_26_-	1
URS00002C5F5F_GR_chr22_37358271_37358300_30_-	1
URS00002C5FCF_GR_chr6_33888609_33888637_29_-	1
URS00002C6120_GR_chr15_96780283_96780311_29_-	1
URS00002C62EE_GR_chr15_99799884_99799911_28_+	1
URS00002C64E4_GR_chr6_33896628_33896656_29_+	1
URS00002C6CDC_GR_chr6_33894456_33894482_27_+	1
URS00002C6FEA_GR_chr15_62245341_62245370_30_+	1
URS00002C715D_GR_chr11_45699500_45699529_30_-	1
URS00002C7422_GR_chr15_51291525_51291553_29_-	1
URS00002C755B_GR_chr6_33898466_33898492_27_+	1
URS00002C76FE_GR_chr18_11664056_11664084_29_-	1
URS00002C79E6_GR_chr6_33908189_33908217_29_+	1
URS00002C8D2B_GR_chr15_62257749_62257778_30_+	1
URS00002C9174_GR_chr20_63629160_63629185_26_+	1
URS00002C95A0_GR_chr15_101774717_101774745_29_+	1
URS00002C97F0_GR_chr6_40378765_40378791_27_+	1
URS00002C9A40_GR_chr2_110699496_110699523_28_+	1
URS00002CA1DA_GR_chr15_101779257_101779286_30_+	1
URS00002CA5CF_GR_chr15_62242845_62242873_29_+	1
URS00002CAC77_GR_chr15_62243334_62243361_28_+	1
URS00002CAD0A_GR_chr15_93413828_93413857_30_-	1
URS00002CB133_GR_chr22_37359474_37359500_27_-	1
URS00002CB61D_GR_chr15_92572027_92572055_29_-	1
URS00002CBC91_GR_chr16_25070338_25070365_28_+	1
URS00002CBDC4_GR_chr15_51288851_51288878_28_-	1
URS00002CC65D_GR_chr10_28792796_28792825_30_-	1
URS00002CC9EF_GR_chr14_88144191_88144219_29_-	1
URS00002CCA92_GR_chr19_19742741_19742767_27_-	1
URS00002CD01F_GR_chr11_45711584_45711612_29_-	1
URS00002CD0DD_GR_chr3_132229142_132229171_30_-	1
URS00002CDBA4_GR_chr22_37361111_37361138_28_-	1
URS00002CE002_GR_chr4_443755_443784_30_+	1
URS00002CE91C_GR_chr15_62243324_62243355_32_+	1
URS00002CFADC_GR_chr14_88143938_88143965_28_-	1
URS00002CFC2E_GR_chr6_33907687_33907716_30_+	1
URS00002D0049_GR_chr3_38532837_38532865_29_+	1
URS00002D01CF_GR_chr6_29532367_29532395_29_+	1
URS00002D0325_GR_chr6_33890148_33890173_26_-	1
URS00002D0434_GR_chr6_33906405_33906433_29_+	1
URS00002D057A_GR_chr3_52596674_52596708_35_+	1
URS00002D057A_GR_chr4_37332337_37332371_35_-	1
URS00002D08C6_GR_chr1_1014032_1014058_27_-	1
URS00002D0CF0_GR_chr11_45712953_45712981_29_-	1
URS00002D0F2E_GR_chr17_5091834_5091863_30_-	1
URS00002D0FEC_GR_chr15_62244556_62244585_30_+	1
URS00002D1741_GR_chr15_92579796_92579826_31_-	1
URS00002D1CF5_GR_chr1_110419836_110419862_27_+	1
URS00002D1F68_GR_chr1_222474418_222474444_27_-	1
URS00002D2145_GR_chr14_42482400_42482432_33_+	1
URS00002D2181_GR_chr19_16037660_16037688_29_+	1
URS00002D2733_GR_chr15_96778904_96778929_26_-	1
URS00002D2B61_GR_chr15_51303042_51303067_26_-	1
URS00002D30C3_GR_chr19_19749897_19749926_30_-	1
URS00002D3EC6_GR_chr12_100165733_100165759_27_-	1
URS00002D3EC6_GR_chr7_55596990_55597025_36_+	1
URS00002D4110_GR_chr14_64541262_64541292_31_-	1
URS00002D4496_GR_chr15_93416303_93416332_30_-	1
URS00002D4DC9_GR_chr3_38115506_38115532_27_+	1
URS00002D5373_GR_chr11_45684707_45684735_29_-	1
URS00002D58B8_GR_chr15_96770625_96770653_29_-	1
URS00002D5DC8_GR_chr22_37358512_37358540_29_-	1
URS00002D5F5B_GR_chr14_88146266_88146291_26_-	1
URS00002D61CD_GR_chr19_16040047_16040075_29_+	1
URS00002D62B0_GR_chr6_33894506_33894533_28_+	1
URS00002D62D7_GR_chr11_45697081_45697108_28_-	1
URS00002D6884_GR_chr11_45720583_45720611_29_-	1
