seq_piBNK	seq_id	gene_type_piRNAs	gene_id	gene_type_genes	gene_name	type_piRNAs	type_genes
chr3_129129324_129129350_27_-	hsa_piR_007114_DQ579703	piRNA	ENSG00000240682.10	protein_coding	ISY1	exon	exon
chr3_129129833_129129860_28_-	hsa_piR_015999_DQ591844	piRNA	ENSG00000240682.10	protein_coding	ISY1	exon	exon
chr3_129134850_129134875_26_-	hsa_piR_008756_DQ581885	piRNA	ENSG00000261796.1	protein_coding	ISY1-RAB43	exon	exon
chr3_129134858_129134887_30_-	hsa_piR_016758_DQ593067	piRNA	ENSG00000261796.1	protein_coding	ISY1-RAB43	exon	exon
chr3_129413467_129413492_26_-	hsa_piR_016702_DQ592991	piRNA	ENSG00000172771.12	protein_coding	EFCAB12	exon	exon
chr3_129481633_129481663_31_+	hsa_piR_014470_DQ589812	piRNA	ENSG00000163913.12	protein_coding	IFT122	exon	exon
chr3_129481646_129481673_28_+	hsa_piR_006913_DQ579426	piRNA	ENSG00000163913.12	protein_coding	IFT122	exon	exon
chr3_129506500_129506528_29_+	hsa_piR_011063_DQ584925	piRNA	ENSG00000163913.12	protein_coding	IFT122	exon	exon
chr3_133784683_133784725_43_+	URS000031C612_GR_chr3_133784683_133784725_43_+	piRNA	ENSG00000091513.16	protein_coding	TF	exon	exon
chr3_133811122_133811151_30_+	hsa_piR_023350_DQ601932	piRNA	ENSG00000144867.12	protein_coding	SRPRB	exon	exon
chr3_133824507_133824532_26_-	hsa_piR_015084_DQ590619	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133824720_133824749_30_-	hsa_piR_008255_DQ581214	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133825183_133825208_26_-	hsa_piR_017421_DQ594083	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133825247_133825277_31_-	hsa_piR_022009_DQ600152	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133825777_133825802_26_-	hsa_piR_012999_DQ587617	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133825791_133825816_26_-	hsa_piR_019233_DQ596406	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133825796_133825824_29_-	hsa_piR_003923_DQ575344	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_133826990_133827015_26_-	URS000051E5D4_GR_chr3_133826990_133827015_26_-	piRNA	ENSG00000154917.11	protein_coding	RAB6B	exon	exon
chr3_134563324_134563354_31_+	hsa_piR_001106_DQ571424	piRNA	ENSG00000182923.17	protein_coding	CEP63	exon	exon
chr3_136969369_136969398_30_+	URS00002C0F8E_GR_chr1_34571751_34571780_30_+	piRNA	ENSG00000174564.13	protein_coding	IL20RB	exon	exon
chr3_138349372_138349398_27_+	hsa_piR_009430_DQ582738	piRNA	ENSG00000158186.13	protein_coding	MRAS	exon	exon
chr3_141443082_141443110_29_+	URS000013E923_GR_chr3_141443082_141443110_29_+	piRNA	ENSG00000177311.11	protein_coding	ZBTB38	exon	exon
chr3_141780444_141780471_28_+	hsa_piR_000592_DQ570735	piRNA	ENSG00000285558.1	protein_coding	AC112504.2	exon	exon
chr3_141951962_141951987_26_-	hsa_piR_011704_DQ585839	piRNA	ENSG00000114126.17	protein_coding	TFDP2	exon	exon
chr3_142380121_142380147_27_-	hsa_piR_000941_DQ571195	piRNA	ENSG00000114127.10	protein_coding	XRN1	exon	exon
chr3_150741550_150741575_26_-	hsa_piR_007504_DQ580231	piRNA	ENSG00000181788.4	protein_coding	SIAH2	exon	exon
chr3_156678199_156678225_27_+	hsa_piR_002092_DQ572793	piRNA	ENSG00000163659.13	protein_coding	TIPARP	exon	exon
chr3_158813990_158814017_28_+	hsa_piR_013832_DQ588893	piRNA	ENSG00000118855.21	protein_coding	MFSD1	exon	exon
chr3_170093388_170093417_30_-	hsa_piR_001454_DQ572004	piRNA	ENSG00000173889.16	protein_coding	PHC3	exon	exon
chr3_179242127_179242156_30_-	URS00005360D8_GR_chr1_7976976_7977005_30_+	piRNA	ENSG00000171121.16	protein_coding	KCNMB3	exon	exon
chr3_183644093_183644120_28_+	URS0000118350_GR_chr1_1944659_1944686_28_+	piRNA	ENSG00000114796.16	protein_coding	KLHL24	exon	exon
chr3_183920950_183920978_29_-	hsa_piR_022868_DQ601269	piRNA	ENSG00000114770.17	protein_coding	ABCC5	exon	exon
chr3_184308737_184308763_27_+	hsa_piR_019924_DQ597362	piRNA	ENSG00000175166.17	protein_coding	PSMD2	exon	exon
chr3_184354247_184354276_30_-	hsa_piR_003250_DQ574415	piRNA	ENSG00000114859.16	protein_coding	CLCN2	exon	exon
chr3_185081951_185081982_32_-	URS00002E092D_GR_chr3_185081951_185081982_32_-	piRNA	ENSG00000187068.3	protein_coding	C3orf70	exon	exon
chr3_185480324_185480352_29_-	hsa_piR_000826_DQ571035	piRNA	ENSG00000163900.11	protein_coding	TMEM41A	exon	exon
chr3_186556634_186556660_27_-	hsa_piR_001410_DQ571943	piRNA	ENSG00000113838.13	protein_coding	TBCCD1	exon	exon
chr3_187077417_187077443_27_+	hsa_piR_011575_DQ585675	piRNA	ENSG00000073849.15	protein_coding	ST6GAL1	exon	exon
chr3_194641028_194641056_29_-	hsa_piR_014122_DQ589294	piRNA	ENSG00000041802.11	protein_coding	LSG1	exon	exon
chr3_194641136_194641163_28_-	hsa_piR_001326_DQ571832	piRNA	ENSG00000041802.11	protein_coding	LSG1	exon	exon
chr3_194641533_194641559_27_-	hsa_piR_008292_DQ581265	piRNA	ENSG00000041802.11	protein_coding	LSG1	exon	exon
chr3_195724456_195724482_27_+	hsa_piR_020532_DQ598239	piRNA	ENSG00000176945.17	protein_coding	MUC20	exon	exon
chr3_195886974_195887002_29_-	URS0000101426_GR_chr3_195886974_195887002_29_-	piRNA	ENSG00000061938.19	protein_coding	TNK2	exon	exon
chr3_196065497_196065525_29_-	hsa_piR_015613_DQ591336	piRNA	ENSG00000072274.13	protein_coding	TFRC	exon	exon
chr3_196235881_196235906_26_-	hsa_piR_017216_DQ593804	piRNA	ENSG00000161217.12	protein_coding	PCYT1A	exon	exon
chr3_196407261_196407287_27_-	hsa_piR_022008_DQ600151	piRNA	ENSG00000163960.12	protein_coding	UBXN7	exon	exon
chr3_196472061_196472089_29_-	hsa_piR_003317_DQ574498	piRNA	ENSG00000163961.4	protein_coding	RNF168	exon	exon
chr3_196830447_196830473_27_+	hsa_piR_021961_DQ600075	piRNA	ENSG00000180370.10	protein_coding	PAK2	exon	exon
chr3_196931489_196931517_29_+	hsa_piR_012322_DQ586670	piRNA	ENSG00000119231.11	protein_coding	SENP5	exon	exon
chr3_196933902_196933930_29_+	hsa_piR_020950_DQ598820	piRNA	ENSG00000119231.11	protein_coding	SENP5	exon	exon
chr3_197673193_197673221_29_-	URS0000185F18_GR_chr3_197673193_197673221_29_-	piRNA	ENSG00000145016.16	protein_coding	RUBCN	exon	exon
chr3_197700907_197700933_27_-	hsa_piR_016650_DQ592920	piRNA	ENSG00000145016.16	protein_coding	RUBCN	exon	exon
chr3_198039801_198039831_31_+	URS00002368D8_GR_chr3_198039801_198039831_31_+	piRNA	ENSG00000185621.11	protein_coding	LMLN	exon	exon
chr4_86262_86291_30_+	URS00004E14E8_GR_chr1_227655119_227655148_30_+	piRNA	ENSG00000272602.6	protein_coding	ZNF595	exon	exon
chr4_86934_86963_30_+	URS00004E14E8_GR_chr1_227655119_227655148_30_+	piRNA	ENSG00000272602.6	protein_coding	ZNF595	exon	exon
chr4_373360_373389_30_+	URS00004E14E8_GR_chr1_227655119_227655148_30_+	piRNA	ENSG00000131127.14	protein_coding	ZNF141	exon	exon
chr4_373612_373641_30_+	URS00004E14E8_GR_chr1_227655119_227655148_30_+	piRNA	ENSG00000131127.14	protein_coding	ZNF141	exon	exon
chr4_962056_962083_28_-	hsa_piR_019575_DQ596864	piRNA	ENSG00000145214.14	protein_coding	DGKQ	exon	exon
chr4_1004554_1004584_31_+	URS00000BF72C_GR_chr4_1004554_1004584_31_+	piRNA	ENSG00000127415.13	protein_coding	IDUA	exon	exon
chr4_1386087_1386112_26_+	hsa_piR_014974_DQ590482	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1392950_1392978_29_+	hsa_piR_014761_DQ590199	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1394042_1394067_26_+	URS0000435403_GR_chr4_1394042_1394067_26_+	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1394555_1394580_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1394677_1394702_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1395017_1395042_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1395234_1395259_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1395294_1395319_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1395385_1395410_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1395540_1395565_26_+	hsa_piR_017035_DQ593541	piRNA	ENSG00000163945.18	protein_coding	UVSSA	exon	exon
chr4_1683694_1683721_28_-	URS00003DA54F_GR_chr4_1683694_1683721_28_-	piRNA	ENSG00000174137.12	protein_coding	FAM53A	exon	exon
chr4_1683694_1683722_29_-	hsa_piR_017673_DQ594398	piRNA	ENSG00000174137.12	protein_coding	FAM53A	exon	exon
chr4_1823093_1823122_30_-	hsa_piR_019696_DQ597033	piRNA	ENSG00000168924.15	protein_coding	LETM1	exon	exon
chr4_1843167_1843193_27_-	hsa_piR_003663_DQ574981	piRNA	ENSG00000168924.15	protein_coding	LETM1	exon	exon
chr4_1940878_1940904_27_+	hsa_piR_011360_DQ585343	piRNA	ENSG00000109685.18	protein_coding	NSD2	exon	exon
chr4_1943632_1943659_28_+	hsa_piR_010205_DQ583745	piRNA	ENSG00000109685.18	protein_coding	NSD2	exon	exon
chr4_2065906_2065932_27_+	hsa_piR_012118_DQ586371	piRNA	ENSG00000185818.8	protein_coding	NAT8L	exon	exon
chr4_2067118_2067144_27_+	hsa_piR_012055_DQ586293	piRNA	ENSG00000185818.8	protein_coding	NAT8L	exon	exon
chr4_2067125_2067152_28_+	hsa_piR_020059_DQ597554	piRNA	ENSG00000185818.8	protein_coding	NAT8L	exon	exon
chr4_2248822_2248848_27_-	URS00003B9612_GR_chr4_2248822_2248848_27_-	piRNA	ENSG00000123933.17	protein_coding	MXD4	exon	exon
chr4_2252523_2252552_30_-	hsa_piR_019945_DQ597389	piRNA	ENSG00000123933.17	protein_coding	MXD4	exon	exon
chr4_2904841_2904870_30_+	hsa_piR_011516_DQ585597	piRNA	ENSG00000087274.17	protein_coding	ADD1	exon	exon
chr4_3317734_3317759_26_+	URS000047F1F8_GR_chr4_3317734_3317759_26_+	piRNA	ENSG00000159788.19	protein_coding	RGS12	exon	exon
chr4_3428092_3428120_29_+	hsa_piR_004244_DQ575785	piRNA	ENSG00000159788.19	protein_coding	RGS12	exon	exon
chr4_3431207_3431232_26_+	hsa_piR_010185_DQ583717	piRNA	ENSG00000159788.19	protein_coding	RGS12	exon	exon
chr4_3510899_3510928_30_-	hsa_piR_014584_DQ589974	piRNA	ENSG00000163956.13	protein_coding	LRPAP1	exon	exon
chr4_3511163_3511191_29_-	hsa_piR_003094_DQ574188	piRNA	ENSG00000163956.13	protein_coding	LRPAP1	exon	exon
chr4_5841323_5841352_30_-	hsa_piR_007732_DQ580531	piRNA	ENSG00000072832.15	protein_coding	CRMP1	exon	exon
chr4_6300861_6300886_26_+	hsa_piR_003607_DQ574910	piRNA	ENSG00000109501.14	protein_coding	WFS1	exon	exon
chr4_6302754_6302781_28_+	hsa_piR_004300_DQ575868	piRNA	ENSG00000109501.14	protein_coding	WFS1	exon	exon
chr4_6642103_6642133_31_+	URS00002AC585_GR_chr4_6642103_6642133_31_+	piRNA	ENSG00000179010.14	protein_coding	MRFAP1	exon	exon
chr4_7025105_7025130_26_+	hsa_piR_013933_DQ589025	piRNA	ENSG00000132405.19	protein_coding	TBC1D14	exon	exon
chr4_7030922_7030947_26_+	hsa_piR_019450_DQ596706	piRNA	ENSG00000132405.19	protein_coding	TBC1D14	exon	exon
chr4_7031000_7031025_26_+	hsa_piR_006881_DQ579384	piRNA	ENSG00000132405.19	protein_coding	TBC1D14	exon	exon
chr4_7041098_7041129_32_-	hsa_piR_002993_DQ574026	piRNA	ENSG00000173013.6	protein_coding	CCDC96	exon	exon
chr4_7056270_7056299_30_+	hsa_piR_014165_DQ589357	piRNA	ENSG00000173011.12	protein_coding	TADA2B	exon	exon
chr4_7057375_7057402_28_+	URS000003D165_GR_chr4_7057375_7057402_28_+	piRNA	ENSG00000173011.12	protein_coding	TADA2B	exon	exon
chr4_7059656_7059682_27_-	hsa_piR_012261_DQ586581	piRNA	ENSG00000109519.13	protein_coding	GRPEL1	exon	exon
chr4_7761386_7761416_31_-	hsa_piR_011640_DQ585763	piRNA	ENSG00000196526.10	protein_coding	AFAP1	exon	exon
chr4_7762906_7762933_28_-	hsa_piR_021536_DQ599547	piRNA	ENSG00000196526.10	protein_coding	AFAP1	exon	exon
chr4_8405990_8406015_26_-	hsa_piR_011172_DQ585076	piRNA	ENSG00000087008.16	protein_coding	ACOX3	exon	exon
chr4_13601018_13601045_28_-	hsa_piR_020267_DQ597827	piRNA	ENSG00000038219.13	protein_coding	BOD1L1	exon	exon
chr4_15850943_15850969_27_+	hsa_piR_000401_DQ570484	piRNA	ENSG00000004468.13	protein_coding	CD38	exon	exon
chr4_16227364_16227390_27_-	hsa_piR_014903_DQ590379	piRNA	ENSG00000169762.17	protein_coding	TAPT1	exon	exon
chr4_17619913_17619939_27_+	hsa_piR_005562_DQ577643	piRNA	ENSG00000118579.13	protein_coding	MED28	exon	exon
chr4_25120697_25120725_29_-	hsa_piR_021755_DQ599807	piRNA	ENSG00000109618.12	protein_coding	SEPSECS	exon	exon
chr4_51843234_51843260_27_+	hsa_piR_011116_DQ585000	piRNA	ENSG00000109184.15	protein_coding	DCUN1D4	exon	exon
chr4_51914962_51914990_29_+	hsa_piR_020889_DQ598748	piRNA	ENSG00000109184.15	protein_coding	DCUN1D4	exon	exon
chr4_55428445_55428470_26_-	hsa_piR_010318_DQ583897	piRNA	ENSG00000134852.15	protein_coding	CLOCK	exon	exon
chr4_55432147_55432176_30_-	hsa_piR_015738_DQ591504	piRNA	ENSG00000134852.15	protein_coding	CLOCK	exon	exon
chr4_56811701_56811731_31_-	hsa_piR_019151_DQ596286	piRNA	ENSG00000128040.11	protein_coding	SPINK2	exon	exon
chr4_70056961_70056991_31_+	URS000001154E_GR_chr1_76539931_76539961_31_+	piRNA	ENSG00000126550.9	protein_coding	HTN1	exon	exon
chr4_70762555_70762580_26_+	hsa_piR_002844_DQ573826	piRNA	ENSG00000018189.13	protein_coding	RUFY3	exon	exon
chr4_75527680_75527705_26_+	hsa_piR_003090_DQ574183	piRNA	ENSG00000174796.12	protein_coding	THAP6	exon	exon
chr4_75940120_75940149_30_-	hsa_piR_014299_DQ589535	piRNA	ENSG00000138744.16	protein_coding	NAAA	exon	exon
chr4_77048456_77048485_30_-	hsa_piR_003078_DQ574163	piRNA	ENSG00000118816.10	protein_coding	CCNI	exon	exon
chr4_77774539_77774564_26_-	hsa_piR_016586_DQ592832	piRNA	ENSG00000138767.13	protein_coding	CNOT6L	exon	exon
chr4_78911134_78911164_31_+	hsa_piR_017993_DQ594804	piRNA	ENSG00000138756.17	protein_coding	BMP2K	exon	exon
chr4_83057281_83057307_27_+	hsa_piR_017328_DQ593955	piRNA	ENSG00000138663.9	protein_coding	COPS4	exon	exon
chr4_84690560_84690585_26_-	hsa_piR_016961_DQ593389	piRNA	ENSG00000163625.15	protein_coding	WDFY3	exon	exon
chr4_87385817_87385847_31_-	URS000056E8E5_GR_chr1_8103970_8104000_31_+	piRNA	ENSG00000198189.11	protein_coding	HSD17B11	exon	exon
chr4_88727799_88727824_26_-	hsa_piR_009035_DQ582242	piRNA	ENSG00000138640.15	protein_coding	FAM13A	exon	exon
chr4_94585645_94585670_26_+	hsa_piR_009633_DQ582995	piRNA	ENSG00000163110.15	protein_coding	PDLIM5	exon	exon
chr4_95840890_95840918_29_+	hsa_piR_004145_DQ575650	piRNA	ENSG00000163114.6	protein_coding	PDHA2	exon	exon
chr4_95840908_95840936_29_+	URS0000305575_GR_chr4_95840908_95840936_29_+	piRNA	ENSG00000163114.6	protein_coding	PDHA2	exon	exon
chr4_99123841_99123869_29_-	URS00003CA1DE_GR_chr1_20873753_20873781_29_-	piRNA	ENSG00000198099.8	protein_coding	ADH4	exon	exon
chr4_99315865_99315890_26_-	hsa_piR_006856_DQ579352	piRNA	ENSG00000196616.14	protein_coding	ADH1B	exon	exon
chr4_106321128_106321156_29_+	URS0000138044_GR_chr1_6715881_6715909_29_-	piRNA	ENSG00000164022.17	protein_coding	AIMP1	exon	exon
chr4_106321366_106321396_31_+	hsa_piR_007691_DQ580479	piRNA	ENSG00000164022.17	protein_coding	AIMP1	exon	exon
chr4_108622594_108622619_26_+	hsa_piR_016163_DQ592048	piRNA	ENSG00000109475.16	protein_coding	RPL34	exon	exon
chr4_139507307_139507336_30_-	hsa_piR_004750_DQ576521	piRNA	ENSG00000145391.13	protein_coding	SETD7	exon	exon
chr4_141234093_141234122_30_+	hsa_piR_019734_DQ597083	piRNA	ENSG00000109445.11	protein_coding	ZNF330	exon	exon
chr4_151102891_151102916_26_+	hsa_piR_008764_DQ581894	piRNA	ENSG00000145425.10	protein_coding	RPS3A	exon	exon
chr4_151665849_151665874_26_+	hsa_piR_015985_DQ591829	piRNA	ENSG00000164142.16	protein_coding	FAM160A1	exon	exon
chr4_152962820_152962847_28_+	hsa_piR_015381_DQ591010	piRNA	ENSG00000137460.8	protein_coding	FHDC1	exon	exon
chr4_153636515_153636541_27_+	hsa_piR_009101_DQ582329	piRNA	ENSG00000121210.16	protein_coding	TMEM131L	exon	exon
chr4_182680608_182680633_26_+	hsa_piR_020398_DQ598026	piRNA	ENSG00000218336.9	protein_coding	TENM3	exon	exon
chr4_183445607_183445634_28_+	URS00002F6EBF_GR_chr4_183445607_183445634_28_+	piRNA	ENSG00000168564.6	protein_coding	CDKN2AIP	exon	exon
chr5_204050_204075_26_-	hsa_piR_016071_DQ591935	piRNA	ENSG00000164366.4	protein_coding	CCDC127	exon	exon
chr5_225468_225493_26_+	hsa_piR_020328_DQ597918	piRNA	ENSG00000073578.17	protein_coding	SDHA	exon	exon
chr5_273349_273374_26_+	hsa_piR_004289_DQ575853	piRNA	ENSG00000249915.8	protein_coding	PDCD6	exon	exon
chr5_434320_434350_31_+	hsa_piR_011830_DQ586001	piRNA	ENSG00000286169.1	protein_coding	AHRR	exon	exon
chr5_436205_436231_27_+	hsa_piR_015879_DQ591701	piRNA	ENSG00000286169.1	protein_coding	AHRR	exon	exon
chr5_662471_662496_26_-	hsa_piR_004470_DQ576153	piRNA	ENSG00000171368.12	protein_coding	TPPP	exon	exon
chr5_711789_711816_28_-	hsa_piR_014473_DQ589815	piRNA	ENSG00000206077.11	protein_coding	ZDHHC11B	exon	exon
chr5_751231_751258_28_-	URS0000073675_GR_chr5_751231_751258_28_-	piRNA	ENSG00000206077.11	protein_coding	ZDHHC11B	exon	exon
chr5_843698_843725_28_-	URS0000073675_GR_chr5_751231_751258_28_-	piRNA	ENSG00000188818.12	protein_coding	ZDHHC11	exon	exon
chr5_1814353_1814378_26_+	hsa_piR_010808_DQ584578	piRNA	ENSG00000145494.12	protein_coding	NDUFS6	exon	exon
chr5_5461883_5461908_26_+	hsa_piR_017186_DQ593754	piRNA	ENSG00000164151.12	protein_coding	ICE1	exon	exon
chr5_6750355_6750381_27_+	hsa_piR_019058_DQ596168	piRNA	ENSG00000112941.14	protein_coding	TENT4A	exon	exon
chr5_10227585_10227612_28_-	hsa_piR_008003_DQ580889	piRNA	ENSG00000150756.14	protein_coding	ATPSCKMT	exon	exon
chr5_10258463_10258490_28_+	hsa_piR_015663_DQ591408	piRNA	ENSG00000150753.12	protein_coding	CCT5	exon	exon
chr5_10679889_10679914_26_-	hsa_piR_003301_DQ574481	piRNA	ENSG00000112977.16	protein_coding	DAP	exon	exon
chr5_14693638_14693664_27_+	hsa_piR_006644_DQ579092	piRNA	ENSG00000154124.5	protein_coding	OTULIN	exon	exon
chr5_14694046_14694074_29_+	hsa_piR_017741_DQ594492	piRNA	ENSG00000154124.5	protein_coding	OTULIN	exon	exon
chr5_31548516_31548545_30_+	URS000014BBFC_GR_chr1_4840415_4840444_30_+	piRNA	ENSG00000082213.18	protein_coding	C5orf22	exon	exon
chr5_32235082_32235110_29_-	hsa_piR_004405_DQ576063	piRNA	ENSG00000150712.11	protein_coding	MTMR12	exon	exon
chr5_32239082_32239108_27_-	hsa_piR_010070_DQ583558	piRNA	ENSG00000150712.11	protein_coding	MTMR12	exon	exon
chr5_34823704_34823729_26_+	hsa_piR_000876_DQ571107	piRNA	ENSG00000039560.14	protein_coding	RAI14	exon	exon
chr5_36166569_36166595_27_+	hsa_piR_000403_DQ570487	piRNA	ENSG00000145604.16	protein_coding	SKP2	exon	exon
chr5_40827614_40827639_26_-	hsa_piR_019525_DQ596809	piRNA	ENSG00000145592.14	protein_coding	RPL37	exon	exon
chr5_41918841_41918870_30_+	hsa_piR_003920_DQ575339	piRNA	ENSG00000205765.9	protein_coding	C5orf51	exon	exon
chr5_41921076_41921105_30_+	hsa_piR_021633_DQ599664	piRNA	ENSG00000205765.9	protein_coding	C5orf51	exon	exon
chr5_44820352_44820377_26_+	hsa_piR_012025_DQ586251	piRNA	ENSG00000112996.11	protein_coding	MRPS30	exon	exon
chr5_45695889_45695916_28_-	hsa_piR_000172_DQ570169	piRNA	ENSG00000164588.8	protein_coding	HCN1	exon	exon
chr5_52800473_52800499_27_+	hsa_piR_012945_DQ587541	piRNA	ENSG00000152684.11	protein_coding	PELO	exon	exon
chr5_54518400_54518427_28_+	hsa_piR_000816_DQ571018	piRNA	ENSG00000178996.14	protein_coding	SNX18	exon	exon
chr5_55696735_55696762_28_-	URS00004EE069_GR_chr1_7952886_7952913_28_+	piRNA	ENSG00000177058.12	protein_coding	SLC38A9	exon	exon
chr5_55697061_55697088_28_-	URS00004F4529_GR_chr1_6305688_6305715_28_-	piRNA	ENSG00000177058.12	protein_coding	SLC38A9	exon	exon
chr5_55697082_55697112_31_-	URS000013F046_GR_chr1_6715794_6715824_31_-	piRNA	ENSG00000177058.12	protein_coding	SLC38A9	exon	exon
chr5_55697124_55697151_28_-	URS00004A3A0D_GR_chr1_6305751_6305778_28_-	piRNA	ENSG00000177058.12	protein_coding	SLC38A9	exon	exon
chr5_55697126_55697151_26_-	URS000057B978_GR_chr1_6305753_6305778_26_-	piRNA	ENSG00000177058.12	protein_coding	SLC38A9	exon	exon
chr5_55697169_55697197_29_-	URS0000138044_GR_chr1_6715881_6715909_29_-	piRNA	ENSG00000177058.12	protein_coding	SLC38A9	exon	exon
chr5_69189636_69189664_29_+	hsa_piR_012654_DQ587113	piRNA	ENSG00000153044.10	protein_coding	CENPH	exon	exon
chr5_69313823_69313849_27_-	hsa_piR_008752_DQ581881	piRNA	ENSG00000183323.13	protein_coding	CCDC125	exon	exon
chr5_69364984_69365013_30_-	hsa_piR_001238_DQ571652	piRNA	ENSG00000273841.5	protein_coding	TAF9	exon	exon
chr5_70984004_70984029_26_-	hsa_piR_001225_DQ571633	piRNA	ENSG00000249437.8	protein_coding	NAIP	exon	exon
chr5_70984179_70984204_26_-	hsa_piR_019237_DQ596410	piRNA	ENSG00000249437.8	protein_coding	NAIP	exon	exon
chr5_70984869_70984895_27_-	hsa_piR_006581_DQ579000	piRNA	ENSG00000249437.8	protein_coding	NAIP	exon	exon
chr5_70985101_70985126_26_-	hsa_piR_004559_DQ576271	piRNA	ENSG00000249437.8	protein_coding	NAIP	exon	exon
chr5_73446742_73446767_26_-	URS000040924D_GR_chr5_73446742_73446767_26_-	piRNA	ENSG00000251493.5	protein_coding	FOXD1	exon	exon
chr5_76331176_76331203_28_+	hsa_piR_008174_DQ581108	piRNA	ENSG00000122012.14	protein_coding	SV2C	exon	exon
chr5_78509842_78509867_26_-	hsa_piR_014937_DQ590425	piRNA	ENSG00000145685.14	protein_coding	LHFPL2	exon	exon
chr5_81616388_81616415_28_-	URS0000286714_GR_chr1_34571779_34571806_28_+	piRNA	ENSG00000145687.16	protein_coding	SSBP2	exon	exon
chr5_81616453_81616480_28_-	URS00003565B5_GR_chr1_34571714_34571741_28_+	piRNA	ENSG00000145687.16	protein_coding	SSBP2	exon	exon
chr5_82276466_82276491_26_-	hsa_piR_010799_DQ584569	piRNA	ENSG00000186468.13	protein_coding	RPS23	exon	exon
chr5_86618219_86618245_27_+	hsa_piR_013709_DQ588723	piRNA	ENSG00000127184.13	protein_coding	COX7C	exon	exon
chr5_86620541_86620566_26_+	hsa_piR_009265_DQ582536	piRNA	ENSG00000127184.13	protein_coding	COX7C	exon	exon
chr5_109362875_109362904_30_-	hsa_piR_018408_DQ595328	piRNA	ENSG00000198961.10	protein_coding	PJA2	exon	exon
chr5_111490404_111490432_29_+	URS000051813E_GR_chr1_6010071_6010099_29_-	piRNA	ENSG00000152495.11	protein_coding	CAMK4	exon	exon
chr5_112164566_112164595_30_-	hsa_piR_003677_DQ574996	piRNA	ENSG00000129595.13	protein_coding	EPB41L4A	exon	exon
chr5_113017968_113017993_26_+	hsa_piR_007988_DQ580864	piRNA	ENSG00000172795.16	protein_coding	DCP2	exon	exon
chr5_113027050_113027078_29_-	hsa_piR_000282_DQ570330	piRNA	ENSG00000171444.18	protein_coding	MCC	exon	exon
chr5_113085280_113085306_27_-	hsa_piR_019322_DQ596535	piRNA	ENSG00000171444.18	protein_coding	MCC	exon	exon
chr5_114404445_114404470_26_+	hsa_piR_014852_DQ590317	piRNA	ENSG00000080709.16	protein_coding	KCNN2	exon	exon
chr5_119193861_119193889_29_+	hsa_piR_001675_DQ572266	piRNA	ENSG00000172869.14	protein_coding	DMXL1	exon	exon
chr5_132867597_132867624_28_+	hsa_piR_007232_DQ579855	piRNA	ENSG00000164405.11	protein_coding	UQCRQ	exon	exon
chr5_133583583_133583610_28_-	URS0000286714_GR_chr1_34571779_34571806_28_+	piRNA	ENSG00000053108.17	protein_coding	FSTL4	exon	exon
chr5_133583609_133583638_30_-	URS00002C0F8E_GR_chr1_34571751_34571780_30_+	piRNA	ENSG00000053108.17	protein_coding	FSTL4	exon	exon
chr5_134142800_134142825_26_+	hsa_piR_021907_DQ600009	piRNA	ENSG00000081059.20	protein_coding	TCF7	exon	exon
chr5_136213230_136213259_30_-	hsa_piR_009517_DQ582844	piRNA	ENSG00000069018.19	protein_coding	TRPC7	exon	exon
chr5_137620756_137620785_30_-	hsa_piR_012865_DQ587427	piRNA	ENSG00000146021.15	protein_coding	KLHL3	exon	exon
chr5_138084511_138084537_27_+	hsa_piR_000249_DQ570282	piRNA	ENSG00000061492.12	protein_coding	WNT8A	exon	exon
chr5_138561046_138561073_28_-	hsa_piR_000586_DQ570728	piRNA	ENSG00000113013.15	protein_coding	HSPA9	exon	exon
chr5_139280572_139280599_28_-	hsa_piR_018845_DQ595895	piRNA	ENSG00000120725.13	protein_coding	SIL1	exon	exon
chr5_139307877_139307904_28_+	hsa_piR_022162_DQ600351	piRNA	ENSG00000280987.4	protein_coding	MATR3	exon	exon
