smallRNA	logFC_Tumour_Normal_FC	P.Value_Tumour_Normal_FC	adj.P.Val_Tumour_Normal_FC	logFC_Tumour_Normal_salmon	P.Value_Tumour_Normal_salmon	adj.P.Val_Tumour_Normal_salmon	gene_type
URS00004C37B0_GR_chr7_27169478_27169567_90_-	0.18806919051478932	0.5847432412264494	0.6751617166558167	NA	NA	NA	precursor_RNA
URS0000391DB6_GR_chr19_13836594_13836615_22_-	-0.1619066829584579	0.5847959037190917	0.6751617166558167	-0.2851486989741474	0.3282306598432799	0.4392714344847472	miRNA
URS00003DA300_GR_chr1_198859108_198859130_23_-	0.18780275095191712	0.5860146660181447	0.6756760532037513	NA	NA	NA	miRNA
URS000075DD05_GR_chr7_157574387_157574409_23_-	0.2542103959336097	0.5861026822245415	0.6756760532037513	-0.271667114175897	0.8473124925430467	0.8890160692059649	miRNA
URS0000248F3E_GR_chr1_198859107_198859130_24_-	0.1857815248776724	0.5891268467181714	0.6786637463295234	NA	NA	NA	miRNA
URS000082FC15_GR_chr2_86423805_86423885_81_-	0.15035519601368375	0.5903854197715263	0.6791984517052231	NA	NA	NA	snoRNA
URS0000EFBA75_GR_chr7_27169491_27169549_59_-	0.18526562730840457	0.5907325790423503	0.6791984517052231	-0.0060226507167921994	0.9862543266283259	0.9917764673149346	precursor_RNA
URS000075D019_GR_chr7_27169480_27169563_84_-	0.18519180525634127	0.5908896663974694	0.6791984517052231	NA	NA	NA	precursor_RNA
URS0000406CED_GR_chr20_2656939_2657010_72_+	-0.18233516766754487	0.60424596796664	0.6940424039089738	-0.10965626283843033	0.75112349597495	0.8185787613901762	snoRNA
URS0000497496_GR_chr1_207801903_207801924_22_-	0.19756144593249503	0.6085541092957509	0.6984794421982686	NA	NA	NA	miRNA
URS00006A7DD4_GR_chrX_134169373_134169460_88_-	0.22794151376991145	0.612859100766457	0.702906380922932	NA	NA	NA	precursor_RNA
URS000064FAB6_GR_chr1_143661182_143661253_72_-	0.17811879001866338	0.6155493804967728	0.7054762439732918	NA	NA	NA	tRNA
URS0000142DC3_GR_chr17_1713952_1713973_22_-	0.18862231151378017	0.6177794394805032	0.707515285069277	NA	NA	NA	miRNA
URS00000F4AC3_GR_chr1_109598893_109598967_75_+	-0.15190269566370773	0.619418538123192	0.7088750447230403	-0.4441674696841629	0.18129254455693705	0.28020775389351027	precursor_RNA
URS0000450D8E_GR_chr9_131485722_131485750_29_+	-0.14493844197486405	0.62122702745214875	0.710426535038208	NA	NA	NA	piRNA
URS00001C770D_GR_chr2_240456015_240456037_23_+	-0.23677262081884543	0.6237687430440161	0.7117619049114945	0.03461155875251798	0.9408557335791841	0.957923411285836	miRNA
URS000075D52C_GR_chr2_207109987_207110073_87_-	-0.1667704591770347	0.6238491086572069	0.7117619049114945	NA	NA	NA	precursor_RNA
URS0000EFCA1B_GR_chr2_207109996_207110063_68_-	-0.1667704591770347	0.6238491086572069	0.7117619049114945	-0.23969898847950066	0.5096221749322005	0.6175988030892254	precursor_RNA
URS0000EFDAD6_GR_chr2_240456014_240456076_63_+	-0.235964928612046	0.6242092932812087	0.7117619049114945	-0.5871461412150998	0.27540583857579937	0.3846258834231226	precursor_RNA
URS000040ABF2_GR_chr7_157574336_157574422_87_-	0.22305372829514147	0.6254171787566984	0.7126213169711402	NA	NA	NA	precursor_RNA
URS000075BAEB_GR_chr16_14303967_14304049_83_+	0.16979820494563969	0.6315798041152105	0.7189749972577291	-0.7237912864116702	0.09936375150070209	0.17564694655045368	precursor_RNA
URS000075E4E2_GR_chr15_25056859_25056955_97_+	-0.18925217340613765	0.6319098286924208	0.7189749972577291	NA	NA	NA	snoRNA
URS00001C308D_GR_chr19_51692656_51692677_22_+	0.16154166085192667	0.6325433605516069	0.7191742990619356	0.5738541643441346	0.09093816586220972	0.16464208254892002	miRNA
URS0000EFDCA4_GR_chr7_157574348_157574409_62_-	0.2217372793943504	0.6353517051115908	0.7216798087729697	NA	NA	NA	precursor_RNA
URS000071F654_GR_chr2_240456001_240456089_89_+	-0.22724514321874079	0.6361846436823324	0.7216798087729697	NA	NA	NA	precursor_RNA
URS0000700FD3_GR_chr15_25056860_25056954_95_+	-0.18657261489509613	0.6364619858922747	0.7216798087729697	0.003056261817005357	0.9937412630608252	0.9959594355230145	snoRNA
URS0000345516_GR_chr10_89592758_89592778_21_-	-0.1617517661805783	0.6365869058902422	0.7216798087729697	NA	NA	NA	miRNA
URS0000EFC8C5_GR_chrX_50013255_50013314_60_+	0.14647747298922686	0.6400873647725175	0.7251242421141371	-0.3852598287374631	0.26402418741759054	0.3775377711799304	precursor_RNA
URS000040DCFF_GR_chr1_71067681_71067702_22_-	-0.1300786839390824	0.6426616578002652	0.7275152533106898	NA	NA	NA	miRNA
URS000021550A_GR_chr14_20631160_20631232_73_-	0.13809716472662892	0.6441083315107228	0.7286272329778833	0.14787522099181416	0.5993365753525277	0.6962538740835315	tRNA
URS000024A59E_GR_chr2_135665446_135665466_21_+	0.13384406404580584	0.645903401169089	0.7299738468949984	0.1112893246802038	0.6982343493282392	0.7808399074679437	miRNA
URS000075D69B_GR_chrX_50013241_50013337_97_+	0.143709019117765	0.6466119551967976	0.7299738468949984	NA	NA	NA	precursor_RNA
URS0000EFE84B_GR_chr3_35744489_35744547_59_+	0.13401910582960497	0.6466944851396099	0.7299738468949984	NA	NA	NA	precursor_RNA
URS00004BEE5E_GR_chr12_56645027_56645101_75_-	-0.17113154363287286	0.6520784768523653	0.7355220202597851	-0.08152925584612891	0.8298856972793874	0.8798552020742502	snoRNA
hsa_piR_009228_DQ582496	-0.1821462895517767	0.6549509216446288	0.7382313190089242	NA	NA	NA	piRNA
URS00002573C3_GR_chr5_59703630_59703651_22_-	-0.1546551870629953	0.6561070299280318	0.7387429435882041	NA	NA	NA	miRNA
URS00007E4104_GR_chrX_50013256_50013278_23_+	0.14090925626393802	0.6563465030987614	0.7387429435882041	0.6535214032502044	0.25936865711603024	0.3726608865443123	miRNA
URS00006E19EA_GR_chr6_151298841_151298933_93_-	0.14390856667478702	0.662495232522702	0.7451290464717703	NA	NA	NA	Y_RNA
URS000021C6A8_GR_chr2_218402692_218402712_21_+	-0.14536884445493037	0.6720729528632248	0.7553599305461316	NA	NA	NA	miRNA
URS000075EAB9_GR_chr15_25070431_25070527_97_+	-0.17265489517195065	0.674366193124218	0.7573948153270565	NA	NA	NA	snoRNA
URS00007E4F2D_GR_chr9_94178895_94178915_21_+	-0.146172188551565	0.6748892371208639	0.7574400665541026	NA	NA	NA	miRNA
URS0000EFEEE4_GR_chr9_94178840_94178915_76_+	0.1336622338985869	0.6780443288561683	0.760246726034837	0.0916955333330991	0.780685475644924	0.8446266008874668	precursor_RNA
URS0000013DD8_GR_chrX_110055389_110055409_21_+	-0.1504428371092894	0.6787808765411758	0.760246726034837	0.05980966847434832	0.8739114967706404	0.9104089606728945	miRNA
URS000071A62C_GR_chr15_25070432_25070526_95_+	-0.17002434556517398	0.6788436349106479	0.760246726034837	-0.3511910695472382	0.5730839315807603	0.6735986525648203	snoRNA
URS000047C79B_GR_chr6_28607156_28607227_72_+	-0.13077222985243697	0.6818547794303573	0.7629501551904851	NA	NA	NA	tRNA
URS000063C71D_GR_chrX_110055329_110055426_98_+	-0.14475729939359105	0.682230126024379	0.7629501551904851	-0.326247288813617	0.4403452494965894	0.5522765838658342	precursor_RNA
URS0000EFD809_GR_chr1_109598900_109598961_62_+	-0.12313570817966557	0.6872165772790053	0.7679792092241876	NA	NA	NA	precursor_RNA
URS000061E740_GR_chr1_109598940_109598961_22_+	-0.12227442105413733	0.6897218038242929	0.7702302563703314	-0.24434673264917617	0.44824138237803557	0.5606138737819999	miRNA
URS000059311D_GR_chr9_95085505_95085525_21_+	-0.11506945453747974	0.6960880853660499	0.7764291321269883	-0.06497770216968668	0.8474362530515656	0.8890160692059649	miRNA
URS0000EFEAE0_GR_chr19_13836593_13836651_59_-	-0.11435098509417863	0.6962624530928442	0.7764291321269883	1.013899777674558	0.30669290137658534	0.41855657361120613	precursor_RNA
URS00005BBB0D_GR_chr5_138561043_138561110_68_-	0.172912892897358	0.697793418451276	0.7771788058840405	0.34716161099940646	0.43922662812816826	0.5516440728099232	snoRNA
URS00006529EE_GR_chr12_48927939_48928033_95_-	0.1157462965208409	0.6979253903700531	0.7771788058840405	NA	NA	NA	Y_RNA
URS00001CC864_GR_chr19_13836587_13836659_73_-	-0.11323247827954042	0.6990813814818517	0.7779139627978903	-0.16740275015495598	0.6262549354350393	0.7154922799245105	precursor_RNA
URS00001EF8BC_GR_chr19_13836583_13836663_81_-	-0.11294499514469258	0.6997045979995818	0.7780556444091735	NA	NA	NA	misc_RNA
URS0000706C1B_GR_chr2_28913664_28913748_85_+	0.13872979099409455	0.7063075053987369	0.7848416968630441	0.07603566662554728	0.9262759494775452	0.9495385874781228	snoRNA
URS000071E736_GR_chr12_95617689_95617786_98_+	0.11202282736620894	0.7072455635196179	0.7853278762648835	NA	NA	NA	Y_RNA
URS0000A81496_GR_chr1_240341385_240341477_93_+	0.11090388129434992	0.7106851093788962	0.7885890640845037	0.661923713373783	0.03138720321746702	0.07264357858063243	Y_RNA
URS0000EFEEBA_GR_chr9_95085462_95085525_64_+	-0.10898113847247615	0.7115615399486563	0.7890035732716902	NA	NA	NA	precursor_RNA
URS000009C1FC_GR_chr6_26575631_26575660_30_+	0.15047444062758197	0.7136015085198526	0.7907067562624638	-0.27867408067650734	0.5647850338897084	0.6655865622479765	piRNA
URS000072D134_GR_chrX_139924148_139924231_84_-	-0.1349573279414198	0.7164364034718103	0.7932877325668809	NA	NA	NA	precursor_RNA
hsa_piR_020388_DQ598008	0.14225960117558678	0.7187683098884552	0.7953085177820777	NA	NA	NA	piRNA
URS0000EFDFEC_GR_chrX_110055347_110055409_63_+	-0.1294254987780512	0.7219773171757748	0.798296272479768	NA	NA	NA	precursor_RNA
URS0000634891_GR_chr1_156420354_156420415_62_-	0.3654601998823148	0.7253912982131553	0.799416998749041	NA	NA	NA	precursor_RNA
URS00002A6B75_GR_chr5_88666866_88666925_60_-	0.3654601998823148	0.7253912982131553	0.799416998749041	NA	NA	NA	precursor_RNA
URS00003FA6CD_GR_chr5_88666853_88666939_87_-	0.365489829713332	0.7254212552580009	0.799416998749041	NA	NA	NA	precursor_RNA
URS000075C54E_GR_chr1_156420341_156420429_89_-	0.3653813778193262	0.7254900850497854	0.799416998749041	NA	NA	NA	precursor_RNA
URS0000EFC850_GR_chr1_156420353_156420414_62_-	0.3645971840533102	0.7260520768483144	0.799416998749041	-0.6545652187053079	0.7095766726078679	0.7906098942341471	precursor_RNA
URS0000EFE40E_GR_chr5_88666865_88666924_60_-	0.3645971840533102	0.7260520768483144	0.799416998749041	0.5132033366648407	0.5799864973229547	0.6790454688344373	precursor_RNA
URS00007E48AA_GR_chr8_140732586_140732607_22_-	-0.10293866742308033	0.7265574507432329	0.799416998749041	-0.005437222901433003	0.9850738316230788	0.9916998887864626	miRNA
URS000067EB9D_GR_chr1_44777843_44777912_70_+	0.0986960177368994	0.7305509683907201	0.803247701054688	0.23835465903715036	0.6913709988161059	0.7750950773244234	snoRNA
URS00006F72B0_GR_chr15_100638363_100638457_95_+	0.10273707186393422	0.7313296393434849	0.8035407591946274	NA	NA	NA	Y_RNA
URS000016CF30_GR_chr15_89368031_89368092_62_+	0.35437817437627395	0.7320620639569402	0.803782630054891	NA	NA	NA	precursor_RNA
URS00005D97FE_GR_chr15_89368017_89368106_90_+	0.3512134394477089	0.7342044476689806	0.8055062619976058	NA	NA	NA	precursor_RNA
URS00006A9CD9_GR_chr4_185709873_185709967_95_-	0.10138158827777088	0.7348657516582553	0.8055062619976058	NA	NA	NA	Y_RNA
URS00000EC1BE_GR_chr17_12081899_12081996_98_+	-0.10425423056374772	0.7351720632126013	0.8055062619976058	0.09768284473627653	0.8466741132464494	0.8890160692059649	precursor_RNA
URS000046FA49_GR_chr3_35744476_35744559_84_+	0.0995983286729123	0.735939909707217	0.8056135393323022	NA	NA	NA	precursor_RNA
URS0000EFD8E1_GR_chrX_151958582_151958651_70_-	-0.18143463871862586	0.7366950801423422	0.8056135393323022	-0.41683080722203414	0.5676999555623216	0.668144901828263	precursor_RNA
URS0000184017_GR_chrX_151958578_151958658_81_-	-0.1814495697904599	0.7368103434938519	0.8056135393323022	NA	NA	NA	precursor_RNA
URS0000EFCBF4_GR_chr2_135665410_135665466_57_+	0.0949670154386375	0.7435920445959167	0.8124623384199117	NA	NA	NA	precursor_RNA
URS0000714052_GR_chr16_89561434_89561517_84_+	-0.11674239462444813	0.745102834105327	0.8125730593594704	-0.08462213623252057	0.8190782467997606	0.8735537596510511	snoRNA
URS000000B1C9_GR_chr19_51692793_51692814_22_+	0.09053427131862612	0.7451710495938	0.8125730593594704	0.172279019455015	0.5378064736876158	0.6447933422850186	miRNA
URS00006A38AA_GR_chr16_71758402_71758487_86_-	-0.11785915086575116	0.7453735361954756	0.8125730593594704	0.07840677638168181	0.8272059713992413	0.8790898962325665	snoRNA
URS0000CA1E16_GR_chr1_171713465_171713482_18_-	0.12060461543394219	0.7457724371718246	0.8125730593594704	NA	NA	NA	miRNA
URS000038B599_GR_chrX_134169382_134169403_22_-	0.13754220741985002	0.7462828416424454	0.8125730593594704	-0.10529339316665531	0.8373098474397934	0.8835537520575023	miRNA
URS000081F58C_GR_chr20_2462959_2463040_82_-	0.10636830773356998	0.7477227471128938	0.813576276158204	0.1681642561396277	0.5780955360482065	0.6786010344722738	snoRNA
URS000075EC44_GR_chr20_2462952_2463047_96_-	0.10531355365302453	0.7501036248412835	0.8141597456860014	NA	NA	NA	snoRNA
URS00000B0351_GR_chr3_52268276_52268363_88_-	0.0824466084157578	0.75025127468794	0.8141597456860014	NA	NA	NA	precursor_RNA
URS0000EFBA11_GR_chrX_139924158_139924217_60_-	-0.11826277176958344	0.7503271591528028	0.8141597456860014	-0.5684403900993211	0.14043441863499326	0.23139469345729163	precursor_RNA
URS00003DBD40_GR_chr3_52268278_52268361_84_-	0.08225059411021807	0.7508425707472879	0.8141597456860014	1.2809629613662663	0.003286848642026889	0.01432810718708809	precursor_RNA
URS000028BBF9_GR_chr19_43460872_43460893_22_+	0.09165753332298987	0.7508535066970325	0.8141597456860014	NA	NA	NA	miRNA
URS0000130A5F_GR_chr11_62853326_62853393_68_-	0.12458925912171992	0.7513766922369784	0.8141643854418641	0.26888977364377187	0.49533088825960647	0.6035375002131976	snoRNA
URS000066CF48_GR_chr11_62853325_62853395_71_-	0.12409236652474398	0.7522721113427615	0.8145720791558267	NA	NA	NA	snoRNA
URS0000D51877_GR_chr13_91350655_91350677_23_+	0.0976664279436319	0.7530894111775258	0.8148946800948538	0.1417011202789631	0.6378487277342206	0.726888524752957	miRNA
URS000070931D_GR_chr9_124692472_124692545_74_+	-0.08243465593148613	0.7541843785126148	0.8155170846907599	-0.8725273010564347	0.009704574518755005	0.030259402492506922	precursor_RNA
URS000075E488_GR_chr2_28913662_28913750_89_+	0.11096549131088151	0.7551137095132503	0.8159596489161774	-0.03784791510816676	0.9255617154311802	0.9495385874781228	snoRNA
URS0000209048_GR_chr6_28658237_28658308_72_-	0.10598329355130387	0.7580100117931627	0.8185256080546953	1.0402808715687095	0.1291604011767023	0.21785278580064743	tRNA
URS00002D7BB5_GR_chr17_75033906_75033978_73_+	0.11783514228294933	0.759171394401724	0.8192158994610075	1.957345803040118	0.11832047807515647	0.20433036406055868	tRNA
URS00000114BC_GR_chr10_102436520_102436543_24_+	0.1013583269766638	0.7613780352679838	0.8194249625883363	0.11245471574178545	0.7365037358513288	0.8085334410690627	miRNA
URS000075DE48_GR_chr19_51692786_51692864_79_+	0.08459671475222663	0.7614541717360066	0.8194249625883363	NA	NA	NA	precursor_RNA
URS0000702A26_GR_chr19_51692787_51692863_77_+	0.08459671475222663	0.7614541717360066	0.8194249625883363	-0.24316358537541127	0.5277797562425618	0.6370244907336297	precursor_RNA
URS0000EFD799_GR_chr19_51692792_51692859_68_+	0.08459671475222663	0.7614541717360066	0.8194249625883363	-0.08002096454672092	0.7913559342252432	0.8520834879307774	precursor_RNA
URS000041847A_GR_chr1_207802453_207802472_20_-	0.09693244423384595	0.7643757568470138	0.8214839502961292	NA	NA	NA	miRNA
URS0000EFD8CD_GR_chr9_124692479_124692539_61_+	-0.07886415578577477	0.764880176674553	0.8214839502961292	0.02490393007344327	0.9233130239850368	0.9486671573667769	precursor_RNA
URS0000EFE0E6_GR_chr19_13836446_13836508_63_-	0.08724968005982969	0.7659027418989215	0.8214839502961292	-0.32391338652927715	0.30611364543145675	0.41855657361120613	precursor_RNA
URS000021FE07_GR_chr19_13836439_13836518_80_-	0.08722097456655398	0.7659853532716616	0.8214839502961292	NA	NA	NA	misc_RNA
URS0000233054_GR_chr19_13836440_13836517_78_-	0.08722097456655398	0.7659853532716616	0.8214839502961292	0.5995033771902456	0.09169464330039517	0.16468357936750974	precursor_RNA
URS0000733374_GR_chr6_26305490_26305573_84_-	0.0989217351156233	0.7680849614613917	0.8231730222219423	NA	NA	NA	tRNA
URS00001650DC_GR_chr21_8210692_8210721_30_+	0.0818652822415391	0.7718664718518988	0.826661088283706	NA	NA	NA	piRNA
URS00003640C3_GR_chr1_44777842_44777912_71_+	0.08190778171008795	0.774824589522896	0.8292631520882836	-0.038601761844912374	0.8977393240381497	0.9309121397069958	snoRNA
URS00004208C5_GR_chr1_156420392_156420414_23_-	0.28378436680798913	0.7772077494328143	0.8312467340559547	NA	NA	NA	miRNA
hsa_piR_006426_DQ578783	0.0917960160001372	0.7819085739184841	0.8357047360205051	0.06357294328663876	0.8663042965271799	0.9035322395835164	piRNA
URS00007B250F_GR_chrX_50003148_50003238_91_+	0.07749321489549565	0.7841594474691926	0.8375399408299273	NA	NA	NA	precursor_RNA
URS0000EFD6AE_GR_chrX_50003166_50003225_60_+	0.07712892510532576	0.7851280121125205	0.8380039802752004	-0.20946642031387785	0.45574851116559856	0.5674303918347495	precursor_RNA
URS00003F659E_GR_chrX_50008482_50008503_22_+	0.0862244728973629	0.7912442971854359	0.8433935441172131	NA	NA	NA	miRNA
hsa_piR_000753_DQ570940	-0.0936820891112431	0.7912525793120062	0.8433935441172131	-0.12256882624954768	0.7210879608282887	0.7974593458421223	piRNA
URS000016C318_GR_chr8_140732587_140732607_21_-	-0.07913782056863106	0.7935003448163935	0.8452152349062603	NA	NA	NA	miRNA
URS000062C4DE_GR_chr11_76235825_76235896_72_-	0.10922710600706598	0.795185001844294	0.8459365249745086	0.46962222085659366	0.31850217118936036	0.42945187646853694	tRNA
URS000027190B_GR_chr21_8216294_8216322_29_+	0.09824266902760481	0.7952558153839389	0.8459365249745086	NA	NA	NA	piRNA
URS0000EFBC1D_GR_chr3_52268279_52268357_79_-	0.06540887946223783	0.8000036051472273	0.8504103363658534	-0.49984629530269764	0.10058113033942104	0.17744961698389017	precursor_RNA
hsa_piR_020485_DQ598159	0.08203196822371961	0.809267326382378	0.8596753115057219	NA	NA	NA	piRNA
URS00000FA8B2_GR_chr6_26575570_26575662_93_+	0.11433142367332483	0.8105836513681719	0.85971309101633	-0.9123283007716321	0.014358269528295723	0.039918656459472325	tRNA
URS00006A92FA_GR_chrX_74287286_74287356_71_-	-0.07502571751551912	0.8109467015322934	0.85971309101633	-1.1024369712624562	0.02737911408952983	0.06470116961157313	precursor_RNA
URS000075BDBF_GR_chrX_74287286_74287357_72_-	-0.07502571751551912	0.8109467015322934	0.85971309101633	NA	NA	NA	precursor_RNA
URS00002D9CBA_GR_chr2_135665397_135665478_82_+	0.06931134738767852	0.8140857557239691	0.8624581706488235	-0.06635878883707402	0.8286789281326388	0.8796142759611225	precursor_RNA
URS00003F2D94_GR_chr1_172144554_172144575_22_-	-0.07270496092625223	0.8176894966452444	0.8656915116304915	1.4498498509420905	0.3390647661244721	0.4493367331641596	miRNA
URS0000EFD29D_GR_chrX_134169381_134169446_66_-	0.09778092405402106	0.8183583585720727	0.8658154178014714	NA	NA	NA	precursor_RNA
URS00004636A3_GR_chr13_91350655_91350676_22_+	0.07074551776810711	0.8194608490425521	0.8663976227410811	NA	NA	NA	miRNA
URS0000390F3A_GR_chr17_75034431_75034503_73_-	0.0873115586285591	0.8202022962102478	0.8665975776120395	1.8818293322508695	0.1633424301840314	0.25969915785524234	tRNA
URS00005743AE_GR_chr10_89592756_89592778_23_-	-0.07404774091878519	0.8226409576172181	0.8685892749000104	0.82706785021329	0.06559986499161313	0.13032893531519602	miRNA
URS000075E6A6_GR_chrX_134169378_134169452_75_-	0.09443728530648521	0.824355429098208	0.8698141682952848	0.18634661908910655	0.7059783179495006	0.7885180715406115	precursor_RNA
URS000068668E_GR_chr1_161440171_161440242_72_-	-0.06960967127634587	0.8286873395335437	0.8726962275368862	NA	NA	NA	tRNA
URS0000D52200_GR_chrX_151958628_151958651_24_-	-0.11521910053647533	0.8287316178988153	0.8726962275368862	NA	NA	NA	miRNA
URS0000D55DFB_GR_chrX_151958628_151958652_25_-	-0.11527185742667356	0.828755499700421	0.8726962275368862	NA	NA	NA	miRNA
URS0000646601_GR_chr17_38861684_38861755_72_-	0.0776158802080269	0.8350294663579789	0.8787131004129234	NA	NA	NA	tRNA
URS0000183BED_GR_chr9_95085265_95085285_21_+	-0.0564444007872833	0.8357902864583063	0.8789242355583664	NA	NA	NA	miRNA
URS000167E1A8_GR_chr11_76235867_76235891_25_-	0.0819360640644895	0.8372532616967934	0.8798729856679629	NA	NA	NA	other
URS0000EFC162_GR_chr10_89592755_89592815_61_-	-0.06607302899565859	0.8399937997677047	0.8815816429071814	NA	NA	NA	precursor_RNA
URS00005D7632_GR_chr17_35573657_35573753_97_+	0.09111078311695187	0.8400029038535604	0.8815816429071814	0.32668935230816476	0.6085451923613343	0.7024825643680092	snoRNA
URS00006BE46D_GR_chr10_89592748_89592825_78_-	-0.06532274910722435	0.8417665335373803	0.8825973054156869	NA	NA	NA	precursor_RNA
URS0000EFE11F_GR_chrX_74287294_74287346_53_-	-0.06276540383014328	0.8423160983387884	0.8825973054156869	-0.6701417286987512	0.035545506541967954	0.07900956652150304	precursor_RNA
URS0000023412_GR_chr1_222465005_222465077_73_+	-0.060978171628554456	0.8426582304096234	0.8825973054156869	NA	NA	NA	tRNA
URS000034AAC2_GR_chr1_146037061_146037132_72_+	-0.06098203574606398	0.8441047390584708	0.8835225721032293	0.09356105039008611	0.7890653440718647	0.8506370695996812	tRNA
URS0000EFBC32_GR_chr17_12081908_12081986_79_+	-0.06035825635273362	0.8461713528184165	0.8850952350480636	-0.29236685026063336	0.5377854741985961	0.6447933422850186	precursor_RNA
URS000058BF17_GR_chr1_116671787_116671808_22_+	0.06415693396960709	0.8493783364821238	0.8878578347371434	-0.39784786778955805	0.2563307894604744	0.3688862963710032	miRNA
URS000008F0CF_GR_chr10_89592747_89592827_81_-	-0.061811639771332416	0.8500749197975703	0.8879943736101117	NA	NA	NA	precursor_RNA
URS000061B694_GR_chr10_102436520_102436541_22_+	-0.05600885217678986	0.8524043825036997	0.889835313471926	NA	NA	NA	miRNA
URS00002F16B0_GR_chrX_151958629_151958651_23_-	-0.1053181392650977	0.8573120749421539	0.8943634611597338	NA	NA	NA	miRNA
URS0000571896_GR_chr5_181243314_181243376_63_-	-0.06993132655783629	0.8595273097458737	0.8960786372035054	0.004985262676456159	0.9902235604700698	0.9939644896732187	snoRNA
URS00004B2A47_GR_chr8_134804879_134804900_22_-	0.07104764466290137	0.8612264193079984	0.8972538193188907	-0.24419189462304036	0.553028744977087	0.658064972370012	miRNA
URS00001DE669_GR_chr1_40754371_40754392_22_+	0.04705568426141227	0.8625453392811571	0.8980316107048012	NA	NA	NA	miRNA
URS000075B7FD_GR_chr1_220200538_220200619_82_-	-0.05644389049159759	0.8674093129968302	0.902243779565803	NA	NA	NA	precursor_RNA
URS00002FF4FF_GR_chr21_8218734_8218764_31_+	0.07080226587177885	0.867741149372082	0.902243779565803	0.24785564998129272	0.6626372193595432	0.7532255987150251	piRNA
URS0000EFCEF6_GR_chr19_13874724_13874785_62_+	0.051047855310359935	0.8704735110152229	0.9044853899224401	NA	NA	NA	precursor_RNA
URS00004E57E7_GR_chr9_95085265_95085287_23_+	-0.04342025608640654	0.8712565594148779	0.9046998952494661	-0.07316773398616938	0.7849771868530633	0.8472470117716957	miRNA
URS0000676B07_GR_chr19_13874717_13874791_75_+	0.049995114365503746	0.8730823766104678	0.9053718737006408	-0.2918381138106376	0.42060944992535143	0.5342394427623275	precursor_RNA
URS0000EFF543_GR_chr9_95085226_95085287_62_+	-0.04277945416306217	0.8731410280360881	0.9053718737006408	NA	NA	NA	precursor_RNA
URS000075B243_GR_chr9_94178834_94178920_87_+	-0.05030931820273565	0.8742118474547296	0.9053718737006408	NA	NA	NA	precursor_RNA
URS00004C105E_GR_chr9_94178835_94178919_85_+	-0.05030931820273565	0.8742118474547296	0.9053718737006408	-0.9084363508914302	0.01937474793583469	0.04942762399539645	precursor_RNA
URS00007351A0_GR_chr13_41455925_41455996_72_-	0.0698268014379615	0.8770586969222156	0.9071226733493448	NA	NA	NA	tRNA
URS0000C8E9D0_GR_chr13_41455925_41455997_73_-	0.0698268014379615	0.8770586969222156	0.9071226733493448	NA	NA	NA	tRNA
URS00004E8341_GR_chrX_50003167_50003188_22_+	0.042900748445904746	0.8827847812260354	0.9124435584609023	0.9579513171136185	0.1532330402884472	0.24793382014238843	miRNA
URS00006DE18B_GR_chr14_20326450_20326526_77_-	-0.04921731522435113	0.8855600973587441	0.9145891550452228	-0.08058397587137378	0.8138232478981468	0.870015805491114	snoRNA
URS0000283D0A_GR_chr9_95085208_95085304_97_+	-0.03838216613314316	0.8860264599545816	0.9145891550452228	NA	NA	NA	precursor_RNA
URS000024C472_GR_chr9_95085219_95085293_75_+	-0.03784963508613082	0.887603892498293	0.9156150607033673	-0.34429204344692366	0.2329891711192628	0.3413120320800946	precursor_RNA
URS00000580E2_GR_chrM_2247_2273_27_+	0.07556829331056814	0.890229148875109	0.9177197993331445	NA	NA	NA	piRNA
URS000075DF95_GR_chr10_102436520_102436542_23_+	0.043590298775828096	0.8927985033758712	0.91976418371421	NA	NA	NA	miRNA
URS00004E008F_GR_chr19_46018961_46018982_22_+	0.03998458542020922	0.8948536435468077	0.9212764873523237	NA	NA	NA	miRNA
URS000034C57A_GR_chr6_132815307_132815379_73_+	0.04876074016145271	0.8976189575128689	0.9235174716968467	0.1519514192896536	0.7122532343378897	0.7906098942341471	snoRNA
URS0000759F95_GR_chr14_20326441_20326539_99_-	-0.043237045707527066	0.8993985477734908	0.9247420193031501	NA	NA	NA	snoRNA
URS000064906C_GR_chr19_13836440_13836521_82_-	0.03688158129578145	0.9020095901781752	0.9265924763273419	NA	NA	NA	precursor_RNA
URS0000B52E69_GR_chr1_28241032_28241054_23_+	0.0417144659865194	0.9023794160791448	0.9265924763273419	NA	NA	NA	miRNA
URS00006878F7_GR_chr3_110640242_110640316_75_+	-0.04460157280513943	0.9077116402625239	0.9300229339288697	NA	NA	NA	tRNA
URS0000EFD70E_GR_chr10_102436519_102436578_60_+	-0.03813514450512123	0.9079102611639585	0.9300229339288697	0.10637809294320899	0.7381216310930125	0.8092123755656694	precursor_RNA
URS00006BD38E_GR_chr10_102436505_102436593_89_+	-0.03805803653335982	0.9080912267552763	0.9300229339288697	NA	NA	NA	precursor_RNA
URS000075C2A0_GR_chr10_102436512_102436584_73_+	-0.03805803653335982	0.9080912267552763	0.9300229339288697	-1.0102350752998506	0.01896875419306904	0.04880785462858453	precursor_RNA
URS0000D56919_GR_chr5_10402364_10402431_68_+	-0.046010059939397774	0.9091331534637568	0.930482660003023	NA	NA	NA	precursor_RNA
