RNAcentral_id	GR	logFC_Spheroid_Mono_FC	P.Value_Spheroid_Mono_FC	adj.P.Val_Spheroid_Mono_FC	logFC_Spheroid_Mono_salmon	P.Value_Spheroid_Mono_salmon	adj.P.Val_Spheroid_Mono_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	GENECARDS	LNCIPEDIA	NONCODE	ENA	LNCBOOK	MALACARDS	HGNC	REFSEQ	RFAM	LNCBASE	MIRBASE	PDB	MIRGENEDB	SNODB	SNOPY	TARBASE	GTRNADB	SRPDB	5SRRNADB	LNCRNADB	MODOMICS	SILVA	TMRNA_WEB
URS00003C164B	chr20_2656940_2656967_28_+	-0.23769973523484467	0.02988357205825676	0.03651602314321324	NA	NA	NA	piRNA	piRNA	NA	NA	GENECARDS:piR-35855:URS00003C164B_9606_gn_piR-35855	NA	NA	DQ597789.1:1..28:ncRNA_gn_piR-35855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F4537	chr2_156400769_156400840_72_+	0.28605875843817685	0.02995600229883675	0.03657389736736637	1.3651985636125217	0.00381900553409639	0.00718119222440135	tRNA	tRNA	NA	NA	GENECARDS:TRA-CGC3-1:URS00006F4537_9606_gn_TRA-CGC3-1	NA	NA	HG983580.1:1..72:tRNA_gn_tRNA-Ala-CGC-3-1	NA	NA	HGNC:34580_gn_TRA-CGC3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Ala-CGC-3-1:CM000664.1:157257281-157257352_gn_tRNA-Ala-CGC-3-1, tRNA-Ala-CGC-3-1:CM000664.2:156400769-156400840_gn_tRNA-Ala-CGC-3-1	NA	NA	NA	NA	NA	NA
URS000053336F	chr16_2155023_2155105_83_-	2.6820475914033173	0.03018127147505404	0.03681812297834769	1.122720963381922	0.12154904614287872	0.15817223032945427	snoRNA	snoRNA	ENST00000383903_gn_ENSG00000206630.1	ENST00000383903_gn_SNORD60	GENECARDS:SNORD60:URS000053336F_9606_gn_SNORD60	NA	NA	X96660.1:1..83:ncRNA_gn_U60 small nuclear RNA	NA	MALACARDS:SNORD60:URS000053336F_9606_gn_SNORD60	HGNC:10217_gn_SNORD60	NR_002736_gn_SNORD60	RF00271_gn_NA	NA	NA	NA	NA	214_gn_NA	Homo_sapiens300262_gn_SNORD60	NA	NA	NA	NA	NA	NA	NA	NA
URS000062C164	chr10_68755172_68755238_67_+	2.6986492813400784	0.03198877246331379	0.03899049208352116	2.389922516487787	0.05375042462073323	0.07572416343794233	snoRNA	snoRNA	ENST00000636377_gn_ENSG00000283551.1	ENST00000636377_gn_SNORD98	GENECARDS:SNORD98:URS000062C164_9606_gn_SNORD98	NA	NA	NA	NA	NA	HGNC:32761_gn_SNORD98	NR_003076_gn_SNORD98	RF00607_gn_NA	NA	NA	NA	NA	287_gn_NA	Homo_sapiens300472_gn_SNORD98	NA	NA	NA	NA	NA	NA	NA	NA
URS0000A98AD5	chr1_44778390_44778456_67_+	2.2027743007259835	0.03247020202263158	0.03947835395918289	NA	NA	NA	snoRNA	snoRNA	ENST00000384690_gn_ENSG00000207421.1	ENST00000384690_gn_SNORD38B	GENECARDS:SNORD38B:URS0000A98AD5_9606_gn_SNORD38B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1483_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000040478E	chr1_44778390_44778458_69_+	2.2027743007259835	0.03247020202263158	0.03947835395918289	5.989879217264888	0.00578714244108187	0.01045676772112724	snoRNA	snoRNA	ENST00000625943_gn_ENSG00000281859.1	ENST00000625943_gn_SNORD38B	GENECARDS:SNORD38B:URS000040478E_9606_gn_SNORD38B	NA	NA	X97583.1:1..69:ncRNA_gn_NA	NA	NA	HGNC:30356_gn_SNORD38B	NR_001457_gn_SNORD38B	RF00212_gn_NA	NA	NA	NA	NA	1618_gn_NA	Homo_sapiens300664_gn_SNORD38B	NA	NA	NA	NA	NA	NA	NA	NA
URS000065FE51	chr17_8226991_8227064_74_-	0.3084673364485542	0.03378682930597271	0.04104494917353388	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRI-AAT4-1:URS000065FE51_9606_gn_TRI-AAT4-1	NA	NA	HG983846.1:1..74:tRNA_gn_tRNA-Ile-AAT-4-1	NA	MALACARDS:TRI-AAT4-1:URS000065FE51_9606_gn_TRI-AAT4-1	HGNC:34961_gn_TRI-AAT4-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Ile-AAT-4-1:CM000679.1:8130309-8130382_gn_tRNA-Ile-AAT-4-1, tRNA-Ile-AAT-4-1:CM000679.2:8226991-8227064_gn_tRNA-Ile-AAT-4-1	NA	NA	NA	NA	NA	NA
URS0000EFD3CC	chr9_20716119_20716175_57_+	-0.6176717261034588	0.03425029584393035	0.04157336242620165	-0.6361310854824409	0.1172005999209898	0.15327732369034605	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-491_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075D54F	chr17_17813836_17813931_96_-	0.3451424736821296	0.03552737446420792	0.04308764700189473	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000385104_gn_ENSG00000207839.1	ENST00000385104_gn_MIR33B	GENECARDS:MIR33B:URS000075D54F_9606_gn_MIR33B	NA	NA	LM609583.1:1..96:precursor_RNA_gn_mir-33b	NA	MALACARDS:MIR33B:URS000075D54F_9606_gn_MIR33B	HGNC:32791_gn_MIR33B	NR_030361_gn_MIR33B	NA	NA	MI0003646_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000038D768	chr6_28729315_28729386_72_+	-0.36409377895824013	0.03582887925556603	0.04341722162281631	-3.8833343012570456	1.410546487173459e-4	5.565090204732342e-4	tRNA	tRNA	NA	NA	GENECARDS:TRA-CGC4-1:URS000038D768_9606_gn_TRA-CGC4-1	NA	NA	HG983581.1:1..72:tRNA_gn_tRNA-Ala-CGC-4-1	NA	NA	HGNC:34592_gn_TRA-CGC4-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Ala-CGC-4-1:CM000668.1:28697092-28697163_gn_tRNA-Ala-CGC-4-1, tRNA-Ala-CGC-4-1:CM000668.2:28729315-28729386_gn_tRNA-Ala-CGC-4-1	NA	NA	NA	NA	NA	NA
URS00003E47B1	chr3_188688794_188688815_22_+	-0.16867903618129354	0.03673635723936069	0.04447995453296867	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR28:URS00003E47B1_9606_gn_MIR28	NA	NA	AJ421750.1:1..22:misc_RNA_gn_NA, LM378772.1:1..22:ncRNA_gn_NA, LM608175.1:14..35:ncRNA_gn_NA	NA	MALACARDS:MIR28:URS00003E47B1_9606_gn_MIR28	NA	NR_029502_gn_MIR28	NA	hsa-miR-28-5p_gn_NA	MIMAT0000085_gn_NA	NA	Hsa-Mir-28-P1_5p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000EEF5F	chr10_103394341_103394361_21_-	-0.15844934009921197	0.03696713791804314	0.04472226718277358	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR1307:URS00000EEF5F_9606_gn_MIR1307	NA	NA	LM383028.1:1..21:ncRNA_gn_NA, LM610181.1:41..61:ncRNA_gn_NA	NA	MALACARDS:MIR1307:URS00000EEF5F_9606_gn_MIR1307	NA	NR_031707_gn_MIR1307	NA	hsa-miR-1307-5p_gn_NA	MIMAT0022727_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F940C	chr11_59551755_59551837_83_+	1.0720385133425538	0.03730467828167971	0.04509322751695998	1.653802962317387	0.00515331332934435	0.00948595849382824	tRNA	tRNA	NA	NA	GENECARDS:TRL-TAA3-1:URS00006F940C_9606_gn_TRL-TAA3-1	NA	NA	HG983901.1:1..83:tRNA_gn_tRNA-Leu-TAA-3-1	NA	NA	HGNC:34803_gn_TRL-TAA3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Leu-TAA-3-1:CM000673.1:59319228-59319310_gn_tRNA-Leu-TAA-3-1, tRNA-Leu-TAA-3-1:CM000673.2:59551755-59551837_gn_tRNA-Leu-TAA-3-1	NA	NA	NA	NA	NA	NA
URS0000759A7B	chr1_75787072_75787149_78_+	1.6373775168124851	0.03755427079283582	0.04535735189300288	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD45C:URS0000759A7B_9606_gn_SNORD45C	NA	NA	NA	NA	NA	HGNC:32720_gn_SNORD45C	NR_003042_gn_SNORD45C	NA	NA	NA	NA	NA	1293_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000668E0B	chr1_75787072_75787150_79_+	1.6322968107568157	0.03767420870077602	0.04546457443708206	2.2058352090926743	0.00567451599321713	0.01032446659877005	snoRNA	snoRNA	ENST00000383893_gn_ENSG00000206620.1	ENST00000383893_gn_SNORD45C	GENECARDS:SNORD45C:URS0000668E0B_9606_gn_SNORD45C	NA	NA	NA	NA	NA	NA	NA	RF00279_gn_NA	NA	NA	NA	NA	520_gn_NA	Homo_sapiens300666_gn_SNORD45C	NA	NA	NA	NA	NA	NA	NA	NA
URS000033EC0B	chr6_27545685_27545770_86_+	0.30455709439775447	0.03940659748290265	0.04751588903103716	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRS-TGA2-1:URS000033EC0B_9606_gn_TRS-TGA2-1	NA	NA	Y00355.1:108..193:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004BAA8A	chr5_149732829_149732850_22_+	-0.2834247779666592	0.03978501843679439	0.04793256969387532	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR378A:URS00004BAA8A_9606_gn_MIR378A	NA	NA	LM379237.1:1..22:ncRNA_gn_NA, LM608704.1:5..26:ncRNA_gn_NA	NA	MALACARDS:MIR378A:URS00004BAA8A_9606_gn_MIR378A	NA	NR_029870_gn_MIR378A	NA	hsa-miR-378a-5p_gn_NA	MIMAT0000731_gn_NA	NA	Hsa-Mir-378_5p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000416E93	chr14_22929701_22929773_73_+	0.5562872143461393	0.04019471205267457	0.04838620865086816	0.5374489154019235	0.3262958699191399	0.3816996062770486	tRNA	tRNA	NA	NA	GENECARDS:TRR-ACG1-1:URS0000416E93_9606_gn_TRR-ACG1-1, GENECARDS:TRR-ACG1-2:URS0000416E93_9606_gn_TRR-ACG1-2, GENECARDS:TRR-ACG1-3:URS0000416E93_9606_gn_TRR-ACG1-3	NA	NA	HG983594.1:1..73:tRNA_gn_tRNA-Arg-ACG-1-3, HG983595.1:1..73:tRNA_gn_tRNA-Arg-ACG-1-1, HG983596.1:1..73:tRNA_gn_tRNA-Arg-ACG-1-2	NA	NA	HGNC:12344_gn_TRR-ACG1-2, HGNC:34806_gn_TRR-ACG1-3, HGNC:34964_gn_TRR-ACG1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Arg-ACG-1-1:CM000668.1:26328368-26328440_gn_tRNA-Arg-ACG-1-1, tRNA-Arg-ACG-1-1:CM000668.2:26328140-26328212_gn_tRNA-Arg-ACG-1-1, tRNA-Arg-ACG-1-2:CM000668.1:26537726-26537798_gn_tRNA-Arg-ACG-1-2, tRNA-Arg-ACG-1-2:CM000668.2:26537498-26537570_gn_tRNA-Arg-ACG-1-2, tRNA-Arg-ACG-1-3:CM000676.1:23398910-23398982_gn_tRNA-Arg-ACG-1-3, tRNA-Arg-ACG-1-3:CM000676.2:22929701-22929773_gn_tRNA-Arg-ACG-1-3	NA	NA	NA	NA	NA	NA
URS0000712944	chr6_31835263_31835326_64_+	0.9599010341889014	0.04063584617991455	0.04887691638622862	1.1261726948049762	0.05633236281328568	0.07920793769453051	snoRNA	snoRNA	ENST00000364953_gn_ENSG00000201823.1	ENST00000364953_gn_SNORD48	GENECARDS:SNORD48:URS0000712944_9606_gn_SNORD48	NA	NA	NA	NA	NA	NA	NA	RF00282_gn_NA	NA	NA	NA	NA	111_gn_NA	Homo_sapiens300528_gn_SNORD48	NA	NA	NA	NA	NA	NA	NA	NA
URS0000272A3D	chr1_207801865_207801886_22_-	0.2250986375957993	0.04082103549376223	0.04905921810988393	0.2994198929331082	0.08648641941300182	0.11740643464355688	miRNA	miRNA	NA	NA	GENECARDS:MIR29C:URS0000272A3D_9606_gn_MIR29C	NA	NA	LM379201.1:1..22:ncRNA_gn_NA, LM608662.1:54..75:ncRNA_gn_NA	NA	MALACARDS:MIR29C:URS0000272A3D_9606_gn_MIR29C	NA	NR_029832_gn_MIR29C	NA	hsa-miR-29c-3p_gn_NA	MIMAT0000681_gn_NA	NA	Hsa-Mir-29-P1b_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000543D82	chr15_79209840_79209861_22_+	-0.26911311371996316	0.04221570403369117	0.05069359027584808	-0.614147288448299	0.02248549236344004	0.03472219449442804	miRNA	miRNA	NA	NA	GENECARDS:MIR184:URS0000543D82_9606_gn_MIR184	NA	NA	LM379072.1:1..22:ncRNA_gn_NA, LM608521.1:53..74:ncRNA_gn_NA	NA	MALACARDS:MIR184:URS0000543D82_9606_gn_MIR184	NA	NR_029705_gn_MIR184	NA	hsa-miR-184_gn_NA	MIMAT0000454_gn_NA	NA	Hsa-Mir-184_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006B9362	chr17_17813855_17813921_67_-	0.336135009227823	0.04351907346065571	0.05217282512662012	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR33B:URS00006B9362_9606_gn_MIR33B	NA	NA	NA	NA	MALACARDS:MIR33B:URS00006B9362_9606_gn_MIR33B	NA	NA	RF00667_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE435	chr17_17813857_17813916_60_-	0.336135009227823	0.04351907346065571	0.05217282512662012	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-33-P2_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075AA9A	chrX_50008482_50008504_23_+	-0.30617399263009304	0.04419874292349559	0.05294414279587854	-0.4563804641762239	0.07002581494856343	0.09622428417757142	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-362-P2-v1_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000029C2DC	chr1_220118206_220118227_22_-	0.5728318663301688	0.04430377724354349	0.0530264241167596	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR194-1:URS000029C2DC_9606_gn_MIR194-1, GENECARDS:MIR194-2:URS000029C2DC_9606_gn_MIR194-2	NA	NA	AJ535827.1:1..22:ncRNA_gn_miR-159, LM379078.1:1..22:ncRNA_gn_NA, LM608527.1:15..36:ncRNA_gn_NA, LM608659.1:15..36:ncRNA_gn_NA	NA	MALACARDS:MIR194-2:URS000029C2DC_9606_gn_MIR194-2	NA	NR_029711_gn_MIR194-1, NR_029829_gn_MIR194-2	NA	hsa-miR-194-5p_gn_NA	MIMAT0000460_gn_NA	NA	Hsa-Mir-194-P2_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004949A9	chr21_8215846_8215876_31_+	3.2776018569237984	0.04730081083976972	0.05656711722559347	2.6899383322032335	9.64527839398412e-6	1.493272003574648e-4	piRNA	piRNA	NA	NA	GENECARDS:piR-31038-001:URS00004949A9_9606_gn_piR-31038-001, GENECARDS:piR-31038-002:URS00004949A9_9606_gn_piR-31038-002, GENECARDS:piR-31038-003:URS00004949A9_9606_gn_piR-31038-003, GENECARDS:piR-31038-004:URS00004949A9_9606_gn_piR-31038-004	NA	NA	DQ570926.1:1..31:ncRNA_gn_piR-31038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000740D26	chr3_49020200_49020221_22_-	0.2985796756363812	0.04912216075787008	0.05869716015211503	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-425_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00007131F2	chr1_16727285_16727355_71_+	0.7544135861807231	0.0509400486159535	0.06076985358191018	0.10470745355961464	0.8301656885982414	0.8574378859897736	tRNA	tRNA	NA	NA	GENECARDS:TRG-CCC5-1:URS00007131F2_9606_gn_TRG-CCC5-1	NA	NA	HG983802.1:1..71:tRNA_gn_tRNA-Gly-CCC-5-1	NA	NA	HGNC:34604_gn_TRG-CCC5-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gly-CCC-5-1:CM000663.1:17053780-17053850_gn_tRNA-Gly-CCC-5-1, tRNA-Gly-CCC-5-1:CM000663.2:16727285-16727355_gn_tRNA-Gly-CCC-5-1	NA	NA	NA	NA	NA	NA
URS00004BF687	chr1_16545939_16546009_71_-	1.5213959340464136	0.05120714841219902	0.06103858622009671	1.4562976265593406	0.02922075010615591	0.04416828766045875	tRNA	tRNA	NA	NA	GENECARDS:TRG-CCC1-1-001:URS00004BF687_9606_gn_TRG-CCC1-1-001, GENECARDS:TRG-CCC1-2:URS00004BF687_9606_gn_TRG-CCC1-2	NA	NA	HG983796.1:1..71:tRNA_gn_tRNA-Gly-CCC-1-1, HG983797.1:1..71:tRNA_gn_tRNA-Gly-CCC-1-2, M11273.1:184..254:tRNA_gn_TRG1	NA	NA	HGNC:34864_gn_TRG-CCC1-2, HGNC:38580_gn_TRG-CCC1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gly-CCC-1-1:CM000663.1:16872434-16872504_gn_tRNA-Gly-CCC-1-1, tRNA-Gly-CCC-1-1:CM000663.2:16545939-16546009_gn_tRNA-Gly-CCC-1-1, tRNA-Gly-CCC-1-2:CM000663.1:17188416-17188486_gn_tRNA-Gly-CCC-1-2, tRNA-Gly-CCC-1-2:CM000663.2:16861921-16861991_gn_tRNA-Gly-CCC-1-2	NA	NA	NA	NA	NA	NA
URS0000237CBD	chr12_62603747_62603768_22_+	-0.24454742237163396	0.05278812520152376	0.06287173442369239	-0.3646759549582228	0.07457273967325895	0.1021152846396891	miRNA	miRNA	NA	NA	GENECARDS:MIRLET7I:URS0000237CBD_9606_gn_MIRLET7I	NA	NA	LM380263.1:1..22:ncRNA_gn_NA, LM608476.1:62..83:ncRNA_gn_NA	NA	MALACARDS:MIRLET7I:URS0000237CBD_9606_gn_MIRLET7I	NA	NR_029661_gn_MIRLET7I	NA	hsa-let-7i-3p_gn_NA	MIMAT0004585_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000CB4B22	chr17_15707850_15707866_17_+	-0.2396852897553341	0.05491797253724975	0.06535507498519363	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MF281434-001:URS0000CB4B22_9606_gn_MF281434-001, GENECARDS:MF281434-002:URS0000CB4B22_9606_gn_MF281434-002, GENECARDS:MF281434-003:URS0000CB4B22_9606_gn_MF281434-003, GENECARDS:MF281434-004:URS0000CB4B22_9606_gn_MF281434-004, GENECARDS:MF281434-005:URS0000CB4B22_9606_gn_MF281434-005, GENECARDS:MF281434-006:URS0000CB4B22_9606_gn_MF281434-006	NA	NA	MF281434.1:1..17:ncRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000038DA45	chr7_149546540_149546611_72_+	0.31437860775268867	0.0552912260917054	0.06574563884906127	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRC-GCA16-1:URS000038DA45_9606_gn_TRC-GCA16-1	NA	NA	AC004932.4:51899..51970:tRNA_gn_NA, HG983706.1:1..72:tRNA_gn_tRNA-Cys-GCA-16-1	NA	NA	HGNC:34708_gn_TRC-GCA16-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Cys-GCA-16-1:CM000669.1:149243631-149243702_gn_tRNA-Cys-GCA-16-1, tRNA-Cys-GCA-16-1:CM000669.2:149546540-149546611_gn_tRNA-Cys-GCA-16-1	NA	NA	NA	NA	NA	NA
URS0000EFD69A	chr13_49996427_49996486_60_-	0.3873312448520929	0.05539105706703402	0.06581071031009986	-0.17683232342903743	0.48165445213608815	0.5324618837960131	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-3613_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006CFACA	chr6_28735429_28735500_72_-	0.29810616785699207	0.05624749901837193	0.0667738820730713	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRV-AAC6-1:URS00006CFACA_9606_gn_TRV-AAC6-1	NA	NA	NA	NA	NA	NA	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000A90C8C	chr16_2155025_2155104_80_-	3.4120339777954816	0.05686772349029927	0.06745529152223304	NA	NA	NA	snoRNA	snoRNA	ENST00000628177_gn_ENSG00000281010.1	ENST00000628177_gn_AC009065.10	GENECARDS:ENSG00000281010:URS0000A90C8C_9606_gn_ENSG00000281010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1583_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000CAD556	chr3_188688794_188688813_20_+	0.5006151413468971	0.05820893294880117	0.06899011630568717	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MF281433:URS0000CAD556_9606_gn_MF281433, GENECARDS:MIR28:URS0000CAD556_9606_gn_MIR28	NA	NA	MF281433.1:1..20:ncRNA_gn_NA	NA	MALACARDS:MIR28:URS0000CAD556_9606_gn_MIR28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEF7D	chr15_79209799_79209861_63_+	-0.2072858444166625	0.0598675100311799	0.07089829312945736	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-184_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000042C3BF	chr14_72962971_72963042_72_+	0.16269192131026688	0.0612301990056675	0.07245325251360006	0.5431402054730725	0.00427654820696937	0.00794649383138989	tRNA	tRNA	NA	NA	GENECARDS:TRC-GCA2-1-001:URS000042C3BF_9606_gn_TRC-GCA2-1-001, GENECARDS:TRC-GCA5-1:URS000042C3BF_9606_gn_TRC-GCA5-1, GENECARDS:TRC-GCA8-1:URS000042C3BF_9606_gn_TRC-GCA8-1	NA	NA	HG983695.1:1..72:tRNA_gn_tRNA-Cys-GCA-8-1	NA	NA	HGNC:34927_gn_TRC-GCA8-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Cys-GCA-8-1:CM000676.1:73429679-73429750_gn_tRNA-Cys-GCA-8-1, tRNA-Cys-GCA-8-1:CM000676.2:72962971-72963042_gn_tRNA-Cys-GCA-8-1	NA	NA	NA	NA	NA	NA
URS0000283D0A	chr9_95085208_95085304_97_+	-0.09668026117100936	0.06212197472562347	0.07344891501190004	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000384832_gn_ENSG00000207563.1	ENST00000384832_gn_MIR23B	GENECARDS:MIR23B:URS0000283D0A_9606_gn_MIR23B	NA	NA	LM608479.1:1..97:precursor_RNA_gn_mir-23b	NA	MALACARDS:MIR23B:URS0000283D0A_9606_gn_MIR23B	HGNC:31606_gn_MIR23B	NR_029664_gn_MIR23B	NA	NA	MI0000439_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002D4542	chr17_31550074_31550145_72_+	0.16142593009213255	0.06366636914453436	0.07521395350759161	0.3842466925665473	0.0274021659886697	0.04190292308773227	tRNA	tRNA	NA	NA	GENECARDS:TRT-CGT4-1:URS00002D4542_9606_gn_TRT-CGT4-1	NA	NA	HG984055.1:1..72:tRNA_gn_tRNA-Thr-CGT-4-1	NA	NA	HGNC:34808_gn_TRT-CGT4-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Thr-CGT-4-1:CM000679.1:29877093-29877164_gn_tRNA-Thr-CGT-4-1, tRNA-Thr-CGT-4-1:CM000679.2:31550074-31550145_gn_tRNA-Thr-CGT-4-1	NA	NA	NA	NA	NA	NA
URS000075A952	chr2_176150330_176150351_22_+	0.09119243097118536	0.06428312095298999	0.07588112740324629	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-10-P1b-v2_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075BBF3	chr13_49996415_49996501_87_-	0.3646659678787101	0.06547331233207129	0.07722357533750364	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000579844_gn_ENSG00000264864.1	ENST00000579844_gn_MIR3613	GENECARDS:MIR3613:URS000075BBF3_9606_gn_MIR3613	NA	NA	LM611172.1:1..87:precursor_RNA_gn_mir-3613	NA	MALACARDS:MIR3613:URS000075BBF3_9606_gn_MIR3613	HGNC:38964_gn_MIR3613	NR_037407_gn_MIR3613	NA	NA	MI0016003_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000082FC15	chr2_86423805_86423885_81_-	-0.13473861022030675	0.07039274738056146	0.08295881940891695	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD66L1:URS000082FC15_9606_gn_SNORD66L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1425_gn_NA	Homo_sapiens300381_gn_SNORD66L1	NA	NA	NA	NA	NA	NA	NA	NA
URS000024C472	chr9_95085219_95085293_75_+	-0.09283115523426666	0.07088186650944277	0.08340051873973951	-0.2441464627203178	0.05219374503418918	0.07391762810247333	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR23B:URS000024C472_9606_gn_MIR23B	NA	NA	NA	NA	MALACARDS:MIR23B:URS000024C472_9606_gn_MIR23B	NA	NA	RF00642_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFF543	chr9_95085226_95085287_62_+	-0.0911715439763725	0.07453115674893736	0.08762365648404481	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-23-P2_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
